rn	type	text
70579	I	<par>M1: ;BP pfx? or 229? 1390? or 66? (presume <latinform>(k)a</latinform> because of <latinform>ʔə</latinform>, etc.)</par>
70580	I	<par>or 1387? (JAM: 1390)</par>
70642	I	<par>check lg name, form.</par>
70732	I	<par>associated with 1811/89 forms in WTF-PNN 455.</par>
71124	T	<par>WT <latinform>phyi</latinform> &apos;outside&apos;.</par>
71282	T	<par>Assamese dialect.</par>
71295	I	<par><latinform>⪤ </latinform>STC 114 <reconstruction>*yip </reconstruction>SLEEP, HIDE</par>
71316	T	<par>The Lepcha palatal semi-vowel arose because of the <latinform>*s-</latinform> causative prefix, see Benedict (1941).</par>
71390	T	<par>Lepcha <latinform>kóm</latinform> &apos;silver; money&apos;.</par>
71419	T	<par>These Nungish forms are included in STC #398 without comment; the semantic association apparently being &quot;movement through the air&quot;.</par>
71514	I	<par>M1 = 1390/227? <latinform>pa</latinform> as above. éthigs-pa ˝ mkÆris-pa?</par>
71518	I	<par>M2: (or even 209??) (prob. not 572)</par>
71551	T	<par>The final <latinform>-n</latinform> in Jingpho <latinform>phan</latinform> is attributed to a PTB dual suffix in STC n. 284, p. 99.</par>
71598	I	<par>should the <latinform>ə</latinform> be bold also?</par>
71617	T	<par>From HPTB (p.132): &quot;Jg. <latinform>mərì</latinform> (footnote 116: This Jg. form is mis-cited as <latinform>məriʔ</latinform> in STC #429.)&quot;</par>
71723	T	"<par>The prefix-like first element in this form is a reduction of <xref ref=""1764"">#1764</xref>.</par>"
71876	T	<par>The second syllable of this form is probably from Tai (cf. Siamese <latinform>mǐi</latinform>).</par>
71906	I	<par>What about 1458? Tagged a la STC</par>
71906	T	<par>In Mainwaring&apos;s transcription, <latinform>j</latinform> stands for [ʑ], or as he puts it, &quot;like French j-&quot; (p. 93). Curiously, although both <latinform>jak</latinform> and <latinform>yak</latinform> appear in the index (p. 540), neither appears in the body of the dictionary.</par>
71908	I	<par>Note final <latinform>-t</latinform>.</par>
71978	I	<par>tag 1317 replaced by tag 163</par>
71983	I	<par>Not 2104?</par>
72130	I	<par>Discuss <reconstruction>*sya-n</reconstruction> and <reconstruction>*sla</reconstruction> separately.</par>
72200	T	<par>Benedict revised his original reconstruction *ke to *s-ke(k) on the basis of additional Jingpho data (see STC #251).</par>
72281	T	<par>There is an error in the index to STC p. 216, where this root is listed as #322 instead of #332.</par>
72376	I	<par>STC n. 291</par>
145936	T	"<par>The first syllables of this important triplet represent three separate allofams of the first etymon in this study: <latinform>gyak</latinform> &lt; <xref ref=""702"">#702</xref>, <latinform>tshak</latinform> (also transcribable as <latinform>chak</latinform> &lt; <xref ref=""699"">#699</xref>, and <latinform>lak</latinform> &lt; <xref ref=""695"">#695</xref>.</par>"
147515	I	<par>Pf. sbyar.</par>
148772	I	<par>Why left out? not evoked? -- NB Jingpho Nungish.</par>
168508	I	<par>check gloss. JAM&apos;s notes say &apos;be possessed into somnambulism&apos;</par>
174684	O	<par><latinform>&lt; *g-rni</latinform>.</par>
174685	O	<par><latinform>&lt; *d-rni</latinform></par>
303196	T	<par>Benedict proposes a development from PLB <latinform>*lak-bai</latinform> &gt; <latinform>*laŋ-wai</latinform> &gt; <latinform>*mai</latinform> &gt; <latinform>mɛ̄</latinform>. This analysis implies that there was a subsequent re-compounding of this <latinform>mɛ̄</latinform> with the morpheme <latinform>làʔ</latinform> &apos;hand&apos;.</par>
303450	I	<par>A more accurate gloss is &apos;avoid; evade; keep away from&apos;.</par>
303609	T	"<par>STC tentatively assigns Lushai (Mizo) <latinform>tśhu</latinform> to <reconstruction>*tsyuk</reconstruction> (below, <xref ref=""1356"">#1356</xref>), though I prefer the present analysis.</par>"
303692	T	<par>The Lahu high-rising tone indicates that this was an originally stopped syllable with some kind of glottalized onset, perhaps <reconstruction>*ʔ-yak</reconstruction>.</par>
303724	I	<par>Possible loan from Indic, cf. Sanskrit kapí.</par>
303823	T	<par>The <latinform>-y-</latinform> medial in Lepcha derives from the PTB <latinform>*s-</latinform> prefix, see Benedict (1941).</par>
303994	T	<par>This tone mark in STC is in error.</par>
304009	I	"<par>The <latinform>l-</latinform> prefix in this Tibetan form might well be a reduction of <xref ref=""695"">#695</xref>. Cf. pAN <latinform>*lima</latinform> &apos;hand; five&apos;. (See Benedict 1975a:309.)</par>"
304175	T	<par>This is a bound form in Jingpho, occurring in the name of particular rattan species like <latinform>rīm-khá</latinform>, <latinform>rīm-šàt</latinform>, <latinform>rīm-šīn</latinform>. The free form for rattan is an open syllable, <latinform>rī</latinform> &lt; <latinform>*rey</latinform>.</par>
304817	T	<par>See Benedict 1940 #72. The semantic connection resides perhaps in the way branches may bend down like bows.</par>
304907	T	<par>This WT form has been interpreted elsewhere as a fusion of <latinform>mi</latinform> NEGATIVE + <latinform>red-pa</latinform> BE, the latter related to WT <latinform>srid-pa</latinform> COPULA. See <plainlatinform>GSTC:64</plainlatinform>.</par>
304963	T	<par>The second syllable of this WB form has a variant <latinform>bhyâ</latinform>.</par>
311427	T	<par>Hakha Lai <latinform>θ</latinform> is from suffixal <reconstruction>*-t</reconstruction> (see STC pp. 102-3).</par>
536362	T	<par>This root is in the indexes of STC (pp.201, 210), but is only mentioned in passing on p.33.</par>
536363	T	<par>Benedict observes that Jingpho <latinform>ho</latinform> is a loan from Burmese and is usually pronounced <latinform>kho</latinform> (STC p. 33).</par>
536379	T	<par>Root is listed in STC index, though it does not appear on p.35.</par>
536381	T	<par>STC index lists form as <latinform>*(s-)rew</latinform>, but text has <latinform>*hrew</latinform> (p.68).</par>
536384	T	<par>Reconstruction in STC index but not in text.</par>
