tag	grpid	form	gloss	variant	old_tag	source
2386	63	laʔ	BOW (n.)		7582	PCN #035
2386	45	C-mla²	ARROW			
2387	8	laa	COTTON		5004	PKC #1004
2393	66	laaŋ	RAPTOR		7013	DRM#613
2393	50	hlaŋᴬ/ᴮ k-daɁᴰ	VULTURE		7522	TL#317
2397	8	lay ⪤ hlay	EXCEED / SURPLUS		5016	PKC #1016
2400	8	laay ⪤ hlaay	DIG / DELVE / HOE (v.)		5009	PKC #1009
2401	8	hlip ⪤ hlep	CUT (flesh) / SKIN (v.)		5105	PKC #1105
2401	63	ləp	CUT (v.)		7704	PCN #157
2408	8	liit ⪤ hliit	LEECH (water)		5029	PKC #1029
2408	63	m-lVt	LEECH (water)		7740	PCN #193
2408	50	k/s-lejᴬ	LEECH (water)		7364	TL#160
2409	8	lii	FOUR		5022	PKC #1022
2409	12	bə ləy	FOUR		6081	from French 1983:492
2409	5	pri	FOUR		6082	JS-HCST: 124
2409	23	ᴮbli	FOUR		6083	MM-Thesis: 736
2409	42	b/ʔ-ləy²	FOUR		6085	cf. HPTB pp.56, 477
2409	50	lwi-t	FOUR		6089	from STC: 162n436
2409	66	ti	FOUR		6764	DRM#351
2409	63	phV-ləj	FOUR		7659	PCN #112
2409	16	brəi	FOUR			
2409	45	b-le²	FOUR			
2409	5	pri-ñi	EIGHT			
2410	45	m-le²	GRANDCHILD			
2410	50	lejᴬ	GRANDCHILD		7337	TL#133
2411	8	lii	BOW / SPRING		4994	PKC #994
2411	5	rji	BOW (WEAPON)		6566	JS-HCST: 143
2411	63	li-tʃak	BOW / SLINGSHOT			
2411	12	laᴮ	BOW			
2411	50	khli	BOW (weapon)			
2411	50	klejᴮ	CROSSBOW		7274	TL#69
2412	8	khlii	AIR / WIND		5276	PKC #1276
2412	5	rji	WIND (n.)		6567	JS-HCST: 144
2412	66	ʃi	WIND (n.)		6991	DRM#589
2412	12	gleːy	WIND			
2412	42	s/ʔ-ləy¹	WIND			
2412	50	lèi'	WIND			
2413	50	klejᴬ	BOAT		7233	TL#28
2414	8	ʔuy-hlii	FLEA		5110	PKC #1110
2414	5	fi	FLEA		6307	JS-HCST: 101
2414	63	a-hləj(ʔ)	FLEA		7662	PCN #115
2414	42	ʔ-liy²	FLEA			
2414	50	kliᴬ ⪤ kliɁᴰ	FLEA		7324	cf. TL#119
2415	66	hrit	HEAVY		6948	DRM#543
2415	63	rət	HEAVY		7739	PCN #192
2415	5	ɦit	HEAVY		6656	JS-HCST: 110; meso of #2415?
2415	8	rik-I, riʔ-II	HEAVY		4947	PKC #947; meso of #2415?
2415	12	lyəy	HEAVY			
2415	45	C-li²	HEAVY			
2415	42	s-ləy²	HEAVY			
2416	8	looŋ	BOAT / SHIP / VESSEL		4993	PKC #993
2416	12	loːŋ	BOAT			
2416	63	a-ruŋ	BOAT		7775	PCN #228
2417	8	law	FARM / FIELD		5017	PKC #1017
2417	66	low	FIELD		6830	DRM#418
2417	63	hlu	FIELD / GROUND		7635	PCN #088
2418	12	low	LONG / TALL		6236	WTF-PNN: 515
2420	8	lum ⪤ hlum	WARM / HOT		5065	PKC #1065
2420	66	lum	WARM		6867	DRM#456
2420	50	lamᴬ	WARM		7525	TL#320
2420	63	l[a/ə]m	WARM		7698	PCN #151
2425	8	khlaʔ	RELEASE / SET FREE		5297	PKC #1297
2425	8	hloo-I, hloot-II	EXPEL / ABANDON		5107	PKC #1107
2425	5	lut¹	SLIP (v.)		6435	JS-HCST: 208; note that ¹ is not a tone
2426	66	plaj	EASY / CHEAP		6786	DRM#373
2426	63	m-laj	EASY		7597	PCN #050
2427	68	looy	BUFFALO		4996	"PKC #996 (""PNC"")"
2427	66	loj	WATER BUFFALO		6843	DRM#431
2428	8	luuy	RIVER / STREAM / BROOK		5046	PKC #1046
2432	5	ǰep ~ rjap?	FLAT		6355	JS-HCST: 95
2436	63	maʔ	NO (REFUSAL)		7550	PCN #003
2440	42	maŋ²	OLD (of people)		7178	DL:1031
2445	66	ma	RICE (IN FIELD)		7124	DRM#746
2445	50	may	RICE / PADDY			
2447	50	hmai	MOLE (on skin)			
2449	8	hmin	RIPE / WELL-COOKED		4879	PKC #879
2449	42	s/ʔ-min¹	RIPE / SWEET / DELICIOUS		6148	JAM-HPTB: 602
2449	5	min	RIPE		6457	JS-HCST: 179
2449	66	min	RIPE / WELL-COOKED		6877	DRM#467
2449	50	hminᴬ	RIPE, COOKED		7443	TL#239
2449	63	hmən	RIPEN, BE RIPE / BE COOKED		7717	PCN #170
2449	12	min	RIPE			
2449	45	s-miŋ³	RIPE			
2450	8	miŋ ⪤ hmiŋ; min ⪤ hmin	NAME		4776	PKC #776
2450	5	mɯn ~ mrɯŋ	NAME		6480	JS-HCST: 131
2450	66	miŋ	NAME		6896	DRM#488
2450	50	minᴬ	NAME		7402	TL#198
2450	63	a-miŋ	NAME		7756	PCN #209
2453	66	lej	EARTH		6814	DRM#401
2453	63	a-lej	GROUND, EARTH / FIELD		7604	PCN #057
2453	8	lay	EARTH / SOIL / WORLD		5013	PKC #1013
2453	50	miᴬ	WILD		7538	TL#333
2457	8	mooy	BEAUTIFUL / APPROPRIATE		4751	PKC #751
2460	45	(C)-mrukᴸ	GRASS			
2462	42	myukᴸ	MONKEY		6040	JAM-TSR: 133
2462	50	joɁᴰ	MONKEY		7396	TL#192
2465	12	muk	THUNDER		6144	WTF-PNN: 568
2465	63	[h]muk	THUNDER		7809	PCN #262
2471	8	muu ⪤ hmuu	HAWK / BIRD OF PREY		4771	PKC #771
2471	5	mɯ	EAGLE / HAWK		6478	JS-HCST: 168
2472	45	s-mo¹	MUSHROOM			
2472	42	ʔ-məw¹	MUSHROOM			
2473	5	m(ə/u)k	CLOUD		6121	JS-HCST: 220
2477	8	yiik	TIP / TOP / EDGE / SPROUT		5241	PKC #1241
2483	8	nak	BLACK		4803	PKC #803
2483	42	s-nakᴴ	BLACK		6046	
2483	12	C̥-ɲak	BLACK		6255	WTF-PNN: 459
2483	45	C-nakᴴ	BLACK			
2483	63	a-njak	BLACK		7785	PCN #238
2487	45	s-nam²	SESAME			
2487	42	s/|ʔ-nam²	SESAME			
2489	8	naŋ	YOU		4845	PKC #845
2489	5	noː	THOU		6497	JS-HCST: 115
2489	66	naŋ	2ND PERSON		7052	DRM#662
2489	42	naŋ¹	2ND PERSON PRONOUN		427	HPTB pp.2, 37, 249
2489	12	naŋ	THOU		7171	WTF-PNN:568
2492	8	naaw	CHILD / INFANT / YOUNG (n.)	a	4806	PKC #806
2492	8	naw	TENDER / SOFT / YOUNG	b	4841	PKC #841
2492	5	nɯ	BROTHER (younger)		6502	JS-HCST: 115
2492	66	naw	CHILD / YOUNG / YOUNGER AUNT		6799	DRM#386
2492	63	nu	SIBLING (YOUNGER)		7619	PCN #072
2493	66	ŋaj	TWIST / KNEAD		6794	DRM#381
2496	8	naay ⪤ hnaay	NEAR / CLOSE / ADJACENT		4823	PKC #823
2496	66	naj	NEAR		6791	DRM#378
2498	8	nay-I, nayʔ-II; hnay-I, hnayʔ-II	OWN / HAVE / POSSESS		4824	PKC #824
2499	42	ʔ-ni¹	RED			
2501	5	ñiŋ	YEAR		6166	JS-HCST: 188
2501	50	hneŋ	YEAR		6167	STC 79n243, 136n369
2501	63	niŋ	SKY / YEAR		7757	PCN #210
2501	45	s-nikᴴ	YEAR			
2501	50	hneŋᴮ	YEAR		7543	TL#338
2504	8	niʔ ⪤ hniʔ	TWO		4844	PKC #844
2504	66	ni	TWO		6774	DRM#361
2504	50	k-hnejᴬ	TWO		7518	TL#313
2504	63	a-ni(t)	TWO		7609	PCN #062
2504	16	ni	TWO			
2504	12	ʔ-ni	TWO			
2504	42	ʔ-nit ⪤ ni²	TWO			
2504	45	s-ni(k)²/ᴸ|	TWO			
2504	5	pri-ñi	EIGHT			
2504	23	ᴮniː	TWO			
2505	42	ʔ-nit ⪤ ši²	SEVEN		6159	HPTB:434 denotes ši² as Proto-Loloish
2505	5	kV-nɯt	SEVEN		6160	JC-HCST:213
2505	12	C̬-nit	SEVEN		6161	WTF-PNN: 544
2505	50	hnət / hnwi-t	SEVEN		6162	STC 130n355
2505	66	ni	SEVEN		6771	DRM#358
2505	50	Ɂnweᴬ, Ɂnwetᴰ	SEVEN		7454	TL#250
2505	63	th-ni(t)	SEVEN		7608	PCN #061
2505	23	ᴮʰnis	SEVEN			
2505	45	C-ʃi(k)²/ᴸ	SEVEN			
2505	8	sa-riʔ	SEVEN		4672	PKC #672
2507	8	nii	AUNT (father's sister)		4801	PKC #801
2507	66	ni	MOTHER-IN-LAW / PATERNAL AUNT		6768	DRM#355
2512	8	nuul	RUB / BRUSH / WIPE	a	4830	PKC #830
2512	8	hnor ⪤ hnur	GRAZE / RUB / TOUCH	b		
2517	8	niam ⪤ hniam	SHORT / LOWER		4832	PKC #832
2517	66	nem	LOW		7046	DRM#656
2517	8	neem	SOFT / FLEXIBLE		4838	PKC #838
2517	42	ʔnip	SQUEEZE / PRESS			
2517	63	a-hnjəm	LOW		7689	PCN #142
2517	8	hnim	DIP / DYE / SUBMERGE		4889	PKC #889
2517	8	h(n/ŋ)ip	SOFT		4907	PKC #907
2517	8	hneem	COMFORT / CONSOLE		4887	PKC #887
2517	8	nuam-I, nuamʔ-II	COMFORTABLE / PLEASANT		4807	PKC #807
2517	63	a-njəp	SOFT		7701	PCN #154
2525	50	hŋaᴬ	FRONT		7331	TL#127
2528	66	now	FRY		7071	DRM#684
2529	8	ŋaaw	MONKEY (long tail / grey)		4863	PKC #863
2529	63	ŋa	MONKEY		7558	PCN #011
2530	12	ŋaᴬ	I		6157	WTF-PNN: 506
2530	5	ŋoː	I		6648	JS-HCST: 117
2530	8	kay ⪤ kay-maʔ	I / ME / MY		4295	PKC #295
2530	63	aj	I, ME (1SG)		7587	PCN #040
2531	8	ŋaw	FAIR (skin color) / WHITE (of skin)		4852	PKC #852
2536	8	ŋuun	SILVER		4867	PKC #867
2536	12	ŋuil	SILVER			
2536	45	C-ŋwe¹	SILVER			
2541	42	s/ʔ-ŋa²	BORROW / LEND			
2541	45	s-ŋa²	BORROW (THING) / LEND			
2543	8	ʔool	FLACCID / SLACK		4484	PKC #484
2546	63	a-pwaʔ	FATHER		7584	PCN #037
2549	8	rua	BAMBOO		4919	PKC #919
2549	50	hwa	BAMBOO		6712	STC 139n374, HPTB p.305
2549	66	hwa	BAMBOO		6730	DRM#316
2549	42	wa²	BAMBOO			
2549	34	s-pu ⪤ m-pu	BAMBOO			
2549	63	r-hwaʔ	BAMBOO	b	7575	PCN #028
2549	63	pwa/pu	BAMBOO	a	7585	PCN #038
2549	50	hwaᴮ	BAMBOO		7213	TL#8
2555	8	wat ⪤ wot ⪤ wut	LEECH (land)		5158	PKC #1158
2555	5	pat¹	LEECH (land)		6508	JS-HCST: 53
2555	66	hwut	LEECH		6952	DRM#548
2555	42	k-r-watᴸ	LEECH			
2555	50	s-waɁᴰ	LEECH (land)		7363	TL#159
2559	8	pii	GRANDMOTHER		4151	PKC #151
2559	66	bɨ	GRANDMOTHER / MOTHER / AUNT / FEMALE		6996	DRM#596
2560	50	phaᴮ	ASHES, FIREPLACE		7211	TL#6
2562	63	ruŋ	BURN		7774	PCN #227
2563	23	ᴮpʰjoŋ	JUMP UP		6709	MM-Thesis: 679
2567	8	phraa-I, phrat-II	GOOD		5338	PKC #1338
2567	66	pʰra	GOOD		7040	DRM#643
2572	5	-pro?	GOOD (verbal particle)			
2574	8	prok	TOAD			
2576	8	ɓut-I, ɓuʔ-II	BOIL (v.)		4009	PKC #9
2576	50	phrɔᴬ	BOIL (v.)		7235	TL#30
2579	63	m-p[a/ə]n	WEAR (CLOTHES)		7728	PCN #181
2579	8	puan	BLANKET / COVER / GARMENT		4125	PKC #125
2582	8	puu	GRANDFATHER		4150	PKC #150
2582	66	bu	GRANDFATHER / UNCLE		7000	DRM#600
2582	42	ʔ-bəw²	GRANDFATHER			
2583	45	po²	PRICE			
2583	42	pəw²	PRICE			
2583	8	phuu	DEBT / REVENGE		4333	PKC #333
2585	8	waay	HUSK / CHAFF		5155	PKC #1155
2585	12	C-weːk	HUSK / HUSKS / CHAFF		6153	WTF-PNN: 506
2585	42	pway²	HUSK / CHAFF			
2585	50	pheᴬ	BRAN, CHAFF		7239	TL#34
2587	8	phiat ⪤ phiak	SWEEP		4359	PKC #359
2587	42	k-yak	SCOOP / SWEEP		6158	JAM-DL:1263
2587	5	pək	SWEEP		6404	JS-HCSTː 219
2587	63	(w)uk	SWEEP		7812	PCN #265
2588	42	byam¹	FLY (v.)		199	HPTB pp.19, 34, 74, 255
2588	63	a-jəm	FLY / FLOW			
2592	8	hraa	YAM / POTATO		5102	PKC #1102
2595	8	hram	OTTER		5091	PKC #1091
2595	5	ram	OTTER		6556	JS-HCST: 118
2595	66	ram	OTTER		6849	DRM#438
2595	42	sram¹	OTTER			
2595	12	(C̥-)rom	OTTER			
2595	63	raːm	OTTER		7671	PCN #124
2596	8	raal	ENEMY / BATTLE / WAR		4937	PKC #937
2596	66	raal	ENEMY / WAR		6909	DRM#503
2596	5	rol	ENEMY		6575	JS-HCST: 234
2597	63	a-hlaŋ	LONG (BE)		7755	PCN #208
2599	70	rap	SHELF (over fireplace)		4972	"PKC #972 (""PCC"")"
2599	5	rap	FIREPLACE SHELF		6558	JS-HCST: 197
2599	5	r(a/o)m	FIREPLACE / HEARTH		6557	JS-HCST: 176
2603	8	yaan ⪤ yoon	ALIGN / LINE UP		5182	PKC #1182
2606	5	rəː	BUY		6586	JS-HCST: 166
2606	50	breᴬ	BUY		7243	TL#38
2608	63	li	BE, EXIST, LIVE (COPULA) / HAVE		7612	PCN #065
2609	8	hrik	LOUSE (head) / BACTERIA		5088	PKC #1088
2609	5	fɯk	LOUSE (head)		6315	JS-HCST: 101
2609	66	hrik	LOUSE		6963	DRM#560
2609	63	a-hr(j)ak	LOUSE, LICE		7803	PCN #256
2610	8	rik ⪤ hrik	PHEASANT		4961	PKC #961
2610	50	(thoᴮ)reɁᴰ	PHEASANT		7421	TL#217
2610	42	rwakᴸ	PHEASANT			
2610	45	k-rökᴴ	PHEASANT			
2614	42	k-rip	SHADOW / SHADE			
2616	8	rii	LINE / BORDER / LIMIT		4955	PKC #955
2616	63	a-rəjʔ	BOUNDARY, BORDER		7656	PCN #109
2616	23	ᴬbri,ᴬbriː	WRITE			
2618	45	k-roŋ¹ 	CAT, LEOPARD		6062	DB-PLolo: 16
2618	42	k-roŋ¹	CAT / WILDCAT		364	HPTB p.138
2618	5	mjo	TIGER			
2618	23	ᴮmaŋ	TIGER			
2620	5	ru	FIR / PITCH PINE		6579	JS-HCST: 118
2621	8	ruk	SIX		4974	PKC #974
2621	5	krə	SIX		6184	JS-HCST: 132
2621	66	ruk	SIX		6975	DRM#572
2621	50	khrowᴬ	SIX		7463	TL#259
2621	63	t-ruk	SIX		7815	PCN #268
2621	42	C-krokᴸ	SIX			
2621	12	d-ruk	SIX			
2621	23	ᴮɖu,ᴮɖuː,ᴮɖuk	SIX			
2622	8	ruu-I, ruuk-II	STEAL		4978	PKC #978
2623	8	ruul	SNAKE		4975	PKC #975
2623	66	ruul	SNAKE		6913	DRM#507
2623	5	bɯr-taŋ	POISONOUS SNAKE / VIPER		6275	JS-HCST: 228
2623	50	rowᴮ	SNAKE		7470	TL#266
2623	63	ph-rə	SNAKE		7647	PCN #100
2623	42	m-r-wəy¹	SNAKE			
2627	66	kʰop	SEW		6939	DRM#534
2630	66	rwok	RAT / RODENT		6970	DRM#567
2636	8	riak-I, riaʔ-II	OVERNIGHT / SPEND THE NIGHT		4958	PKC #958
2638	8	rial	HAIL		4946	PKC #946
2638	63	rə(ʔ)	ICE, SNOW, HAIL		7646	PCN #099
2639	8	hriam	SHARP / POINTED		5099	PKC #1099
2640	8	(p)raŋ	UNCLE (father's sister's husband)		5311	PKC #1311
2651	12	saːr	NEW		6176	WTF-PNN: 526
2651	50	san / sành	NEW		6177	STC:147n401, RBJ-KLS:171
2651	8	thar	NEW / FRESH		4401	PKC #401
2651	66	tʰar	NEW		6918	DRM#512
2651	50	saNᴬ	NEW		7406	TL#202
2651	63	a-saːn	NEW		7707	PCN #160
2652	42	san¹/²	LOUSE		6703	
2652	29	seri	LOUSE			
2652	50	swɨNᴮ	LOUSE (head)		7383	TL#179
2653	12	C̬-saːŋ	LIZARD		6102	WTF-PNN p.515
2653	63	ʃaŋ-	LIZARD		7747	PCN #200
2658	8	thiŋ	TREE / WOOD		4417	PKC #417
2658	5	sɯŋ	WOOD / TREE		6606	JS-HCST: 104
2658	66	tʰiŋ	WOOD		6900	DRM#492
2658	63	siŋ	WOOD		7758	PCN #211
2658	23	ᴮsiŋ	TREE			
2658	29	siŋ	TREE			
2658	42	sikᴴ ⪤ siŋ	TREE			
2663	66	lej	SQUIRREL		6821	DRM#408
2663	50	hliᴮ	SQUIRREL		7480	TL#276
2663	8	yu-lay	SQUIRREL		5053	PKC #1053
2663	8	thia-hlay	SQUIRREL		4413	PKC #413
2666	8	thum	THREE		4416	PKC #416
2666	5	ɦum	THREE		6663	JS-HCST: 109
2666	66	tʰum	THREE		6866	DRM#455
2666	50	səmᴬ	THREE		7505	TL#300
2666	63	a-sam	THREE		7680	PCN #133
2666	16	ta'm	THREE			
2666	12	C̬-sum	THREE			
2666	23	ᴮsom	THREE			
2666	45	C-sum²	THREE			
2666	42	sum²	THREE			
2670	12	C̥-yəːy	KNOW	a	6232	WTF-PNN: 509
2670	12	C̥-syəːy	LEARN	b	6233	WTF-PNN: 511
2670	66	tʰej	KNOW / SEE		6818	DRM#405
2670	42	šey²/³	KNOW			
2670	8	thay-I, thayʔ-II	KNOW / ABLE / HEAR		4395	PKC #395
2670	45	si²	KNOW			
2670	63	m-thət	KNOW		7737	PCN #190
2671	8	sil	WASH		4681	PKC #681
2673	8	thiir	IRON / METAL / STEEL		4392	PKC #392
2673	66	tʰir	IRON		7062	DRM#673
2673	63	jən	IRON		7721	PCN #174
2682	42	ʔ-da²	PUT / PLACE			
2686	8	tak-I, taʔ-II	WEAVE / PLAIT		4244	PKC #244
2686	66	dak	WEAVE		6958	DRM#554
2686	42	dak²	WEAVE / SPIN			
2686	63	tak	WEAVE		7784	PCN #237
2686	50	thaᴮ	WEAVE (cloth), LOOM		7531	TL#326
2688	8	thal	ARROW		4374	PKC #374
2690	66	taŋ	PINE (TREE)		6890	DRM#481
2690	42	taŋ²	FIREWOOD / PINE			
2691	8	tap	FIREPLACE / HEARTH		4195	PKC #195
2692	8	thuaʔ	LAYER / FOLD		4396	PKC #396
2692	8	khlep	FOLD		5287	PKC #1287
2694	8	taar	POST / PUT ON (the wall) / HANG UP		4218	PKC #218
2697	5	tə ~ ta	BIG		6628	JS-HCST: 165
2697	66	dej	LARGE / BIG		7009	DRM#609
2703	50	g-thɔNᴬ	THOUSAND (people)		7503	TL#298
2706	8	thaw	FLY (n.) / MOSQUITO / MAGGOT		4386	PKC #386
2708	8	tuu	GRANDCHILD / NEPHEW / NIECE		4200	PKC #200
2708	66	du	GRANDCHILD		6781	DRM#368
2709	66	tɐk	GRIND / POUND / CRUSH		6982	DRM#580
2709	8	tuu-I, tuk-II	STRIKE / FIGHT		4235	PKC #235
2709	42	ʔtök	CUT BY A BLOW / HACK AWAY AT			
2709	42	Ntök	CUT BY A BLOW / HACK AWAY AT			
2709	5	tək	CUT UP / MINCE		6627	JS-HCST: 220
2712	8	thuuk	DEEP / PROFOUND		4382	PKC #382
2712	66	tʰuk	DEEP		6973	DRM#570
2718	66	ʃok	EMERGE / EXIT / COME OUT		6968	DRM#565, #677
2718	42	ʔ-twakᴴ	COME OUT, GO OUT, EMERGE		390	HPTB pp.62, 315
2718	8	tshuak-I, tshuaʔ-II	COME OUT / EMERGE / APPEAR		4581	PKC #581
2721	5	tiː	SWEET		6147	JS-HCST: 87
2721	8	tuuy	TASTY / DELICIOUS		4237	PKC #237
2722	8	tak	ACTUAL / REAL	a	4171	PKC #171
2722	8	ɗik ⪤ ɗiŋ	TRUE /  RIGHT / STRAIGHT	b	4114	PKC #114
2722	42	m-d(y)ak	GOOD / PRETTY / FINE		3380	cf. HPTB p.51; 2722 *tyak 'very/real/just'
2725	50	thaŋᴮ	ASCEND / GO UP / RISE		7210	TL#5
2726	42	C-ti-k	ONE			
2726	42	ʔ-dikᴸ	ONE / ONLY			
2726	23	ᴮgrik	ONE			
2727	66	tsa	CHILD / DIMINUTIVE		7125	DRM#747
2727	63	tsaʔ	SON		7567	PCN #020
2729	50	saᴮ	SALT		7448	TL#244
2731	50	k-chaŋᴬ	ELEPHANT		7307	TL#102
2738	42	rəy¹/³	WRITE / COUNT			
2739	45	(k)-tsatᴸ	SAMBHAR DEER			
2742	8	sʰum	MORTAR		4691	PKC #691
2742	66	sum	MORTAR		7126	DRM#748
2742	63	tsh[a/ə]m	MORTAR		7697	PCN #150
2742	8	sʰum-khal	PESTLE		4453	PKC #453
2745	63	tsaŋ	CLEAN (BE) / BE CLEAR		7748	PCN #201
2745	8	thiaŋ-I, thian-II	CLEAN / CLEAR		4379	PKC #379
2746	12	C-tsaːy	PLAY			
2747	8	tsii	SALT		4559	PKC #559
2747	66	ci	SALT		6770	DRM#357
2748	50	chejᴬ	TEN		7495	TL#291
2748	23	ᴮtsjui	TEN			
2748	42	tsay¹	TEN			
2748	45	tsay¹	TEN			
2749	8	saw	BOIL (v.) / HEAT (v.) / SIMMER		4640	PKC #640
2752	8	kop	ADHERE / STICK TO		4247	PKC #247
2757	8	tsi(i)p	CLOSE / SHUT		4528	PKC #528
2764	8	ʔuyʔ	STINK / FETID / SMELL (bad)		4509	PKC #509
2772	66	hwa	AXE		6729	DRM#315
2772	63	pu	AXE		7613	PCN #066
2772	5	faː?	AXE		6306	JS-HCST: 99
2773	8	khua	COSMOS / VILLAGE / ATMOSPHERE		4432	PKC #432
2774	66	wa	GO		6743	DRM#329
2774	63	wa	GO		7572	PCN #025
2777	8	wom	BEAR (animal)		5132	PKC #1132
2777	5	tum	BEAR (animal)		6624	JS-HCST: 173
2777	42	d-wam¹/²	BEAR		293	HPTB p.253
2777	66	him	BEAR		7048	DRM#658
2777	45	k-d-wam¹	BEAR			
2777	50	thamᴬ	BEAR (animal)		7220	TL#15
2777	66	ŋom	BEAR		6855	DRM#444
2778	8	khuay-waʔ	HONEYBEE			
2779	8	we(e)t	WEAR (around body) / TIE (around)		5180	PKC #1180
2779	42	wyatᴸ	WEAR CLOTHES			
2782	5	beː 	MONKEY		6042	JS-HCST: 45
2782	12	woːy	MONKEY		6044	WTF-PNN: 522; JAM-GSTC: 091
2783	8	wil	WATCH / LOOK AFTER  / CARE FOR		5179	PKC #1179
2784	5	joː	NIGHT		6135	JS-HCST: 121
2784	12	C̬-yaᴬ	NIGHT		6136	WTF-PNN: 526
2784	66	ja	NIGHT		6978	DRM#576
2784	8	yaan	NIGHT		5220	PKC #1220
2786	66	ja	RIGHT SIDE		7132	DRM#754
2789	8	yaaŋ-I, yaan-II	LIGHT (weight)		5214	PKC #1214
2790	8	yaap	FAN (v.) / WINNOW / FLUTTER		5199	PKC #1199
2790	5	jap	FAN		6352	JS-HCST: 198
2791	8	yaar	SPREAD / HANG		5237	PKC #1237
2792	8	shuak-I, shuaʔ-II	SCOOP / LADLE		4693	PKC #693
2794	8	sha-yuk	DEER (male) / ANTLER		5195	PKC #1195
2795	8	yun	URINE	b	5245	PKC #1245
2795	8	yut ⪤ yun	LEAK / RUN OUT	a	5213	PKC #1213
2796	8	yuu	MOUSE / RAT		5219	PKC #1219
2796	50	jowᴮ	MOUSE, RAT		7399	TL#195
2798	8	yuu	BEER / LIQUOR		5188	PKC #1188
2800	8	yuar	SELL		5234	PKC #1234
2800	66	jwor	SELL		6926	DRM#521
2800	63	jən	SELL		7720	PCN #173
2801	8	yuul ⪤ yuuy	FOLLOW		5205	PKC #1205
2801	66	ʃuur	FOLLOW		6928	DRM#523
2804	42	zakᴸ	DESCEND		2804	cf. STC p.30, HPTB p.28
2812	8	laa	SPLEEN		5052	PKC #1052
2812	50	k-leᴮ	KIDNEY			
2827	5	kur	BACK (adv.)			
3257	5	vet	TWIST / TURN			
3299	12	laːm	LIE DOWN			
3299	29	glem-	LIE DOWN			
3301	5	-ka ~ -ke	DEAD (resultative verbal particle)		6666	JS-HCST: 148
3317	45	ʔ-ya³	ELEPHANT			
3318	12	C̥-glaːŋ	ELEPHANT			
3318	42	ʔlaŋ¹/³	ELEPHANT			
3322	8	ɗuŋ	REAR / BACK		4103	PKC #103
3323	63	ruŋ	BACK (BODYPART)		7773	PCN #226
3326	12	pʰaŋ	UNDER			
3327	42	tsaŋ¹	PERSON			
3328	5	jin	MUSHROOM		6356	JS-HCST: 121
3340	50	j-Ɂdeᴬ	WAIST		7523	TL#318
3344	63	puʔ	SHOULDER		7615	PCN #068
3361	66	kʰoŋ	NECK		7026	DRM#629
3361	42	ʔgoŋ² 	NECK / NECK-LIKE PART			
3361	5	gruŋ?	THROAT		6331	JS-HCST: 136
3367	63	a/k-hwuŋ	NECK		7767	PCN #220
3416	5	jak	FLESH (human)		2971	JS-HCST: 214
3432	29	hoŋ	HOLE			
3435	42	N-day²	STING / SCOLD			
3435	50	(dəŋᴮ)Ɂdeᴬ	WASP		7528	TL#323
3436	63	tʃə	EGG		7643	PCN #096
3442	42	s-ŋ(y)akᴴ	BIRD			
3443	8	ʔirʔ	BELCH / SPEW		4466	PKC #466
3444	5	mam	PLACENTA		6446	JS-HCST: 170
3449	66	kʰɐm	DOOR		6856	DRM#445
3449	63	khaːm	DOOR		7666	PCN #119
3450	5	pup ~ puk	KISS		6539	JS-HCST: 86
3451	70	hmoom	HOLD (in the mouth)		4875	"PKC #875 (""PCC"")"
3461	12	puːŋ	BREAST / FLOWER			
3465	8	shuur ⪤ shoor	SQUEEZE / MILK (v.) / WRING / RAIN (v.)		4694	PKC #694
3470	5	yo	COPULATE			
3471	63	puŋ	MALE (OF ANIMALS)		7763	PCN #216
3476	8	ɗuʔ	WANT / CRAVE / LACK		4116	PKC #116
3480	63	puk	SPRING FORTH / ORIGINATE / BE BORN		7807	PCN #260
3484	66	ra	BORN		6731	DRM#317
3507	5	ho	RAIN (v.) / FALL FROM A HEIGHT		6344	JS-HCST: 111
3509	5	ɦak	HANG (against the wall)		6652	JS-HCST: 59
3514	8	wut	ASHES / DUST		5130	PKC #1130
3514	66	hwot	ASHES		6949	DRM#544
3514	40	k-but	ASHES			
3515	5	fam	DRY SOMETHING NEAR FIRE		6303	JS-HCST: 101
3515	42	ʔ-lapᴸ	DRY IN SUN		7199	JAM-HPTB: 599
3515	50	hloᴬ	DRY (v.)		7297	TL#92
3519	5	hɯr	WASH		6346	JS-HCST: 112
3524	68	hil ⪤ hel	MIX		4727	"PKC #727 (""PNC"")"
3527	8	haaŋ	JUICE / CURRY		4724	PKC #724
3528	8	woor-I, worʔ-II	THROW / SCATTER / TOSS		5174	PKC #1174
3528	5	vor?	THROW / CAST		6639	JS-HCST: 103
3529	8	ʔuay ⪤ wuay	WILT / SHRIVEL / WITHER		4518	PKC #518
3529	66	hoj	WITHER / FADE		6844	DRM#432
3531	66	han	CURRY / GREEN VEGETABLE		6870	DRM#459
3531	63	a-haːn	CURRY		7711	PCN #164
3531	8	ʔan	VEGETABLES / PLANT (edible)		4516	PKC #516
3544	8	ʔem	HEAT (v.) / DRY / ROAST		4490	PKC #490
3552	12	ʔ-we	COUNT		7172	WTF-PNN:472
3553	8	woyʔ ⪤ weyʔ	FART		5147	PKC #1147
3556	42	wa³	TRAP			
3556	23	ᴮʰŋwa	TRAP			
3559	8	tsii	SEED / CROP	a	4560	PKC #560
3559	8	khlaay-tsii	SEED / CROP	b	5298	PKC #1298
