lgid	name	abbr	grpid	source	iso	lgcode	sort	srcofdata	picode	pinotes	pi_page	notes
1669	Yi (Xide)	YIxd	46	JZ-Yi	iii	332	YI (XIDE)	JZ-Yi	YiXd1		442	
1670	Yi (Xide)	Yi.Xide21	46	ZMYYC	iii	332	YI (XIDE)	ZMYYC	YiXd1		442	
1671	Yimchungrü	Yim	63	AW-TBT	yim	333	YIMCHUNGER	AW-TBT				
1672	Yimchungrü	Yimchungrü	63	GEM-CNL	yim	333	YIMCHUNGER	GEM-Yimch	Yimc1		444	
1674	Tangsa (Yogli)	Yogli	84	JAM-GSTC	nst	277	TANGSA (YOGLI)	GEM-CNL				
1675	Tangsa (Yogli)	Yo	84	WTF-PNN	nst	275	TANGSA (YOGLI)	GEM-CNL				
1676	Naxi (Yongning)	Naxi.Yongning29	43	ZMYYC	nbf	210	NAXI	ZMYYC	Naxi1		282	Yongning=Moso
1677	Atsi [Zaiwa]	Atsi	44	ACST	atb	334	ZAIWA					
1678	Atsi [Zaiwa]	Atsi (Burling)	44	ACST	atb	334	ZAIWA					
1679	Atsi [Zaiwa]	Atsi	44	AW-TBT	atb	334	ZAIWA					
1680	Atsi [Zaiwa]	Zaiwa	44	DQ-Zaiwa	atb	334	ZAIWA					
1681	Atsi [Zaiwa]	Atsi	44	GHL-PPB	atb	334	ZAIWA					
1682	Atsi [Zaiwa]	Zaiwa	44	JAM-Ety	atb	334	ZAIWA					
1683	Atsi [Zaiwa]	Ats	44	JAM-GSTC	atb	334	ZAIWA	RB-PLB				
1684	Atsi [Zaiwa]	At	44	JAM-TSR	atb	334	ZAIWA	RB-PLB				
1685	Atsi [Zaiwa]	Atsi	44	JAM-VSTB	atb	334	ZAIWA	RB-PLB				
1686	Atsi [Zaiwa]	ZW	44	JZ-Zaiwa	atb	334	ZAIWA		Zaiw2		446	
1687	Atsi [Zaiwa]	Atsi	44	RB-PLB	atb	334	ZAIWA	RB-PLB	Zaiw1		445	
1688	Atsi [Zaiwa]	Zaiwa	44	PC	atb	334	ZAIWA					
1689	Atsi [Zaiwa]	Atsi	44	RJL-DPTB	atb	334	ZAIWA	JAM				
1690	Atsi [Zaiwa]	Zaiwa	44	RJL-DPTB	atb	334	ZAIWA	JZ-Zaiwa				
1691	Atsi [Zaiwa]	Atsi	44	STC	atb	334	ZAIWA					
1692	Atsi [Zaiwa]	Zaiwa	44	YS-Zaiwa	atb	334	ZAIWA	YS-Zaiwa	Zaiw3		448	
1693	Atsi [Zaiwa]	Zaiwa42	44	ZMYYC	atb	334	ZAIWA	ZMYYC	Zaiw2		446	
1694	Zeme	Zeme	64	GEM-CNL	nzm	335	ZEME	GEM-Zeme	Zeme1		451	
1695	Zeme	Zem	64	AW-TBT	nzm	335	ZEME					
1696	Zeme	Zemei	64	JAM-GSTC	nzm	335	ZEME					
1697	Zerungge Rai	Zer	29	AW-TBT		241	ZERUNGGE					
1698	Queyu (Yajiang) [Zhaba]	Zhaba	34	SHK-ZhabQ	qvy	337	QUEYU	SHK-ZhabQ				
1699	Queyu (Yajiang) [Zhaba]	Queyu16	34	ZMYYC	qvy	337	QUEYU		Zhab1		453	
1700	Zotung	Zotung (V)	71	GHL-PPB	czt	338	ZOTUNG					
1701	Zotung	Zot	71	JAM-Ety	czt	338	ZOTUNG					
1702	Sak	Sak	40	LB-LC	ckh	250	SAK	LB-LC	Sak1		342	entered by Leela
1703	Lahu (Nyi)	Nyi	47	DB-Lahu	lhu	153	LAHU	DB-Lahu				
1704	Lahu (Shehleh)	Shehleh	47	DB-Lahu	lhu	151	LAHU	DB-Lahu				
1705	Pwo (Moulmein)	Pwo Karen	50	AP-Pwo	kjp	230	PWO (MOULMEIN)					PC letter to Jim
1706	Akha	Akha	48	ILH-PCAH	ahk	35	AKHA		Akha1		11	
1707	Apatani	Apatani A	73	JS-HCST	apt	44	APATANI	ABR1985	Apat1		25	
1708	Tshona (Mama)	CNmm	22	JZ-CNMenba	twm	199	MONPA CU S		Cuon2		82	=Southern dial.
1709	Jingpho	Jingpho	37	OH-GKL	kac	123	JINGPHO		Jing3		144	
1710	Thakali	Thakali (Tukche)	23	HAR1969	ths	285	THAKALI		Thak3			
1717	Akha	Akha	48	STC	ahk	35	AKHA					
1718	Tibetan (Amdo:Zeku)	Amdo T	24	STC	adx	294	TIBETAN (AMDO/Z)					
1719	Anong	Anong	38	STC	nun	220	NUNG					
1720	Anu	Anu	38	STC	anl	345	ANU					"may be same as Anal or Nung (Rawang); STC says ""Anu (S. Kuki)"""
1721	Intha	B(Intha)	44	STC	int	121	INTHA					
1722	*Bodo-Garo	B-G	16	STC		8	*BODO-GARO					
1723	Wancho	Banpara	85	STC	nnp	317	WANCHO					
1724	Bisu	Bisu	48	STC	bzi	61	BISU					
1725	*Bodish	Bodish	22	STC		7	*BODISH					
1726	Chinese (Cantonese)	Cantonese	55	STC	yue	79	CHINESE (CANT)					
1727	Chourasya	Chourasya	18	STC	wme	88	CHOURASYA					
1728	Deori/Deuri	Deori	83	STC	der	93	DEORI					
1729	rGyalrong (Tsuta)	Gyarung Tsuta	78	STC	jya	110	GYARONG					
1730	Hani	Hani	48	STC	hni	111	HANI					
1731	Tangut [Xixia]	Hsi-hsia	33	STC	txg	278	TANGUT					
1732	*Kuki-Naga	K-N	3	STC		13	*KUKI-NAGA					
1733	Jingpho (Assam)	Kachin(Assam)	37	STC	kac	123	JINGPHO A					
1734	Jingpho (Hkauri)	Kachin(K)	37	STC	kac	123	JINGPHO HK					
1735	Jingpho	Kachin(Maran)	37	STC	kac	123	JINGPHO					
1736	*Karen	Karen	50	STC		11	*KAREN					proto-Karen
1737	White Karen	Karen(White)	50	STC	kvq	106	KAREN					Also Geba, Karenbyu
1738	Red Karen	Karenni	50	STC	eky	130	KAREN					Also Kayah
1739	Lahu	Lahu(Telford)	47	STC	lhu	151	LAHU	Telford				
1740	Anong (Rawang/Lungmi)	Lungmi	38	STC	raw	220	NUNG	N. Bodman				
1741	Anong (Rawang/Metu)	Metu	38	STC	duu	220	NUNG					
1742	Mikir [Karbi]	Mikir(Modern)	14	STC	mjw	190	MIKIR					
1743	Old Mikir [Karbi]	Mikir(Old)	14	STC	mjw	190	MIKIR O					
1744	Anong (Rawang/Mutwang)	Mutwang	38	STC	raw	220	NUNG					
1745	Lotha Naga	Naga(Lhota)	63	STC	njh	172	LOTHA NAGA					
1746	Nasu	Nasu	46	STC	ywq	209	NASU					
1747	*Nungish	Nungish	38	STC		220	NUNG					
1748	Pai-lang	Pai-lang	57	STC		359	!PAI-LANG					TB lg. from Bailangge (白狼歌)
1749	Palaychi	Karen (Palaychi)	50	STC	kpp	225	PALAYCHI					Bradley 1997:48 says Palaychi=Mopwa
1750	Pwo	Pwo	50	STC		228	PWO					
1751	Pwo (Bassein)	Pwo(B)	50	STC	pwo	229	PWO (BASSEIN)					
1752	Pwo (Moulmein)	Pwo(M)	50	STC	kjp	230	PWO (MOULMEIN)					
1753	Pyu	Tircul (Pyu)	44	STC	pyx	236	PYU					
1754	Anong (Rawang)	Rawang	38	STC	raw	220	NUNG					
1755	Karen (Sgaw)	Sgaw	50	STC	ksw	257	SGAW					
1756	*Tibeto-Karen	TK	2	STC		24	*TIBETO-KAREN					
1757	Konyak (Tableng)	Tableng	85	STC	nbe	147	KONYAK TAB					
1758	Phom	Tamlu	85	STC	nph	231	PHOM					
1759	Pa-O	Taungthu	50	STC	blk	223	PA-O					
1760	Thakali	Thakali	23	STC	ths	285	THAKALI					
1761	Thulung	Thulungya	30	STC	tdh	292	THULUNG					
1762	Tiddim	Tiddim	68	STC	ctd	309	TIDDIM					
1763	Rangloi [Tinan]	Tinan	20	STC	lbf	155	RANGLOI					
1764	Toto	Toto	18	STC	txo	366	TOTO					
1765	Trung [Dulong]	Trung	38	STC	duu	310	TRUNG					
1770	Akha	Akha	48	PL-AED	ahk	35	AKHA		Akha2		12	
1771	Belhare	Belhare	31	BB-Belhare	byw	57	BELHARE					
1773	Lisu	Lisu	47	JAM-DL	lis	168	LISU	unknown				
1774	Hani	Hani	48	JAM-DL	hni	111	HANI	unknown				
1775	Kanauri	Kanauri	20	RSB-STV	kfk	129	KANAURI	Bailey 1911				
1776	Yi (Southern)	Southern Yi	46	RSB-STV		367	YI (SOUTHERN)	Bradley P.C.				SouthernNisu [nsd]?
1777	Moso (Weixi)	Moso-Weihsi	43	RSB-STV	nbf	200	MOSO	Bradley P.C.				
1778	Tiddim	TC	68	PB-CLDB	ctd	309	TIDDIM					
1779	Lushai [Mizo]	L	70	PB-CLDB	lus	175	LUSHAI					
1780	Ahi	axi	47	CK-CS	yix	32	AHI		Ahi3			almost same dial. as ZMYYC #25 Yi:Mile
1781	Lalo	lalo	46	CK-CS	ywt	160	LALO		Lalo1			CK-YiQ=CK-CS
1782	Lipho	lipho	46	CK-CS	lpo	167	LIPHO		Li1			
1783	Nasu	nasu	46	CK-CS	ywq	209	NASU		Nasu1			
1784	Noesu	noesu	46	CK-CS		217	NOESU		Noes1			
1785	Nosu	nosu	46	CK-CS	iii	218	NOSU		Nosu1			
1786	Sani [Nyi]	sani	47	CK-CS	ysn	222	NYI		Nyi1			
1788	Kanauri	Kan	20	BAI1911	kfk	129	KANAURI				156	
1789	Newar	Newari	27	CG-NewariQ2	new	213	NEWAR					
1790	PNL	PNL	45	CK-CS		388	PNL					Proto-Northern-Loloish?
1791	Neisu	neisu	46	CK-CS		196	NEISU					check src
1792	Nishing	Dafla	73	KDG-Daf	njz	215	NISHING	KDG-Daf	Nish3		297	
1793	Bai (Dali)	Bai	51	Dell-Bai	bfs	372	BAI DL					Dali Bai
1794	Tiddim	EJAH-TC	68	EJAH-TC	ctd	309	TIDDIM				410	
1796	rGyalrong	Gyarong.Nagano	78	Gyarong.Nag	jya	110	GYARONG.NAGANO					
1797	Caodeng	Caodeng	78	JS-Caodeng	jya	110	GYARONG					
1798	Shili	Shili	78	JS-Shili	jya	343	SHILI					JS: variety of Showu (alias Ribu) rGyalrong, one of the four languages (“dialects”) of closely-knit rGyalrong cluster
1799	rGBenzhen	rGBenzhen	78	JS-rGBenzhe	jya	341	RGBENZHEN					"JS: ""a variety of Situ or Eastern rGyalrong, the best-known representative variety of which is Zhuokeji (Cogtse)"""
1800	Darang [Taraon]	Taraon	6	NEFA-Taraon	mhu	91	DARANG					
1801	Bantawa	Bant	76	NKR-Bant	bap	55	BANTAWA				40	
1802	Kuki-Chin	KC	68	Qbp-KC	tcz	283	KC					appears to be Thado
1803	Sema [Sumi]	Sumi	65	Qbp-Sumi	nsm	255	SUMI					
1804	Tibetan (Written)	WT 01	24	TBL	xct	307	TIBETAN (WRITTEN)					
1805	Pumi (Jiulong)	Pumi (Jiulong) 10	34	TBL	pmi	235	PUMI (JIULONG)					
1806	rGyalrong (Maerkang)	rGyarong 11	78	TBL	jya	110	GYARONG					
1807	Daofu	Daofu 12	35	TBL	ero	100	ERGONG					
1808	Queyu (Xinlong)	Queyu (Xinlong) 13	34	TBL	qvy	337	QUEYU					
1809	Zhaba (Daofu County)	Zhaba 14	34	TBL	zhb	364	ZHABA					
1810	Muya	Muya 15	34	TBL	mvm	180	MUYA					
1811	Guiqiong	Guiqiong 16	34	TBL	gqi	108	GUIQIONG					
1812	Xumi	Shixing 17	34	TBL	sxg	261	XUMI					"called ""Shixing"" by SHK"
1813	Lyuzu	Lusu 18	34	TBL	ers	240	LYUZU					
1814	Jingpho	Jingpho 19	37	TBL	kac	123	JINGPHO					
1815	Tibetan (Lhasa)	Tibetan (Lhasa) 02	24	TBL	bod	301	TIBETAN (LHASA)					
1816	Dulong	Dulong 20	38	TBL	duu	310	TRUNG					
1817	Nung	Nung 21	38	TBL	nun	220	NUNG					
1818	Darang [Taraon]	Darang Deng 22	6	TBL	mhu	91	DARANG					
1819	Kaman [Miju]	Geman Deng 23	6	TBL	mxj	107	GEMAN					
1820	Bokar	Bokar 24	73	TBL	adi	63	BOKAR					
1821	Yidu	Yidu 25	6	TBL	clk	120	YIDU					
1822	Burmese (Written)	WB 26	44	TBL		69	BURMESE (WRITTEN)					
1823	Burmese (Rangoon)	Burmese (Rangoon) 27	44	TBL	mya	67	BURMESE (RANGOON)					
1824	Achang (Longchuan)	Achang 28	44	TBL	acn	29	ACHANG LO					
1825	Achang (Xiandao)	Xiandao 29	44	TBL	xia	31	ACHANG X					
1826	Tibetan (Batang)	Tibetan (Batang) 03	24	TBL	khq	296	TIBETAN (BATANG)					
1827	Atsi [Zaiwa]	Zaiwa 30	44	TBL	atb	334	ZAIWA					
1828	Langsu (Luxi)	Langsu 31	44	TBL	mhx	184	LANGSU					
1829	Bola (Luxi)	Bola 32	44	TBL	bxd	64	BOLA					
1830	Leqi (Luxi)	Leqi 33	44	TBL	lsi	163	LEQI					
1831	Nusu (Central)	Nusu 34	46	TBL	nuf	221	NUSU					
1832	Yi (Xide)	Yi (Xide) 35	46	TBL	iii	332	YI (XIDE)					
1833	Yi (Weishan)	Yi (Weishan) 36	46	TBL		369	YI (WEISHAN)					Xishanba Lalo [ywt] or Dongshanba Lalo [yik]? 
1834	Yi (Nanhua)	Yi (Nanhua) 37	46	TBL	ycl	330	YI (NANHUA)					
1835	Yi (Wuding)	Yi (Wuding) 38	46	TBL	ywq	368	YI (WUDING)					
1836	Yi (Sani)	Yi (Sani) 39	47	TBL	ysn	222	NYI					
1837	Tibetan (Xiahe)	Tibetan (Xiahe) 04	24	TBL	adx	294	TIBETAN (XIAHE)					Labrang monastery is in Xiahe
1838	Lisu	Lisu 40	47	TBL	lis	168	LISU					
1839	Hani (Lüchun)	Hani  (Luchun) 41	48	TBL	enu	113	HANI  (LUCHUN)					
1840	Hani (Mojiang)	Hani (Mojiang) 42	48	TBL	how	114	HANI (MOJIANG)					
1841	Lahu (Lancang)	Lahu (Lancang) 43	47	TBL	lhu	151	LAHU (LANCANG)					
1842	Jinuo	Jinuo 44	47	TBL	jiu	125	JINUO					appears to be Youle (cf. JZ-Jinuo)
1843	Naxi	Naxi 45	43	TBL	nbf	210	NAXI					
1844	Namuyi	Namuyi 46	34	TBL	nmy	208	NAMUZI					
1845	Gazhuo	Gazhuo 47	46	TBL	kaf	105	GAZHUO					
1846	Bai (Jianchuan)	Bai 48	51	TBL	bca	373	BAI JC					Jianchuan Bai
1847	Tujia	Tujia 49	41	TBL	tji	313	TUJIA					appears to be N. Tujia (cf. JZ-Tujia)
1848	Tibetan (Alike)	Tibetan (Alike) 05	24	TBL	adx	68	TIBETAN (ALIKE)					need location
1849	Karen	Karen 50	50	TBL	ksw	257	KAREN (KELUN)					appears to be Sgaw (cf. DQ-KarenB)
1850	Cuona Menba	Cuona Menba 06	22	TBL	twm	199	TSHONA					
1851	Motuo Menba	Motuo Menba 07	22	TBL	tsj	195	MOTUO MENBA					
1852	Qiang (Mawo)	Qiang  (Mao) 08	34	TBL	cng	238	QIANG M					
1853	Pumi (Lanping)	Pumi (Lanping) 09	34	TBL	pmj	234	PUMI (LANPING)					
1855	Inscriptional Burmese (=Pagan)	Burm-Insc	44	STC	obr	69						
1856	Newar	Newari	27	CG-NewariQ3	new	213	NEWAR					
1857	Sema [Sumi]	Sumi	65	Qno-Sumi	nsm	255	SUMI					
1858	Chantyal	ChanQ	23	PC	chx	75	CHANTYAL	NPB-ChanQ	Chtl1			
1859	Tibetan (Written)	WT	24	DAS-TED	xct	307	TIBETAN (WRITTEN)	DAS-TED	WT1			
1860	Burmese (Written)	WB	44	AJ-BED		69	BURMESE (WRITTEN)	AJ-BED	Burm1			Perhaps a note saying AJ-BED also source of numerous other srcs?
1861	Naxi (Lijiang)	COM	43	TMP-Naqxi	nbf	210						
1862	Naxi (Longquan)	LQ	43	TMP-Naqxi	nbf	210						
1863	Naxi (Dayan)	DYZ	43	TMP-Naqxi	nbf	210						
1864	Naxi (Badian)	BD	43	TMP-Naqxi	nbf	210						
1865	Bodo	Boro	80	DM-BoroQno	brx	62	BODO					
1866	Bodo	Boro	80	DM-BoroQan	brx	62	BODO					
1867	Garo	Garo	81	DM-GaroQan	grt	104	GARO					
1868	Garo	Garo	81	DM-GaroQno	grt	104	GARO					
1869	Koch	Koch	82	DM-KQno	kdq	316	KOCH					
1870	Koch	Koch	82	DM-KQan	kdq	316	KOCH					
1871	Koch (Tintekiya)	TKoch	82	DM-TKQan	kdq	316	KOCH T					
1872	Koch (Tintekiya)	TKoch	82	DM-TKQno	kdq	316	KOCH T					
1873	Yamphu	Yam	31	RR-Yamphu	ybi	272	YAM					
1874	Sani [Nyi]	Sani	47	JAM-TJLB	ysn	222	NYI					
1875	Sgaw (Bassein)	BS	50	JAM-FM00	ksw	258	SGAW B	RBJ-KLS	Kare9			
1876	Lai (Hakha)	Lai	70	DVB-LED	cnh	156	LAI					
1877	Lalo	Lalo	46	SB-LaloGr	ywt	160	LALO	SB-Lalo	Lalo2			
1878	Limbu	Limbu	31	SVD-LimA	lif	166	LIMBU	SVD-Lim	Limb1			best
1909	Sani [Nyi]	Nyi	47	JAM-II	ysn	222	NYI					
1910	Yi (Dafang)	Dafang	46	JAM-II	yig	326	YI (DAFANG)					
1911	Phom	Phom	85	JAM-II	nph	231	PHOM					
1912	Sulung [Puroik]	Sulong	4	JAM-II	suv	264	SULUNG	Sulong Jianzhi				JS-HCST:13 says Sulung is not Tani
1913	Qiang (Mianchi)	Qiang.Mianchi	34	JAM-II	qxs	239	QIANG MIANCHI	Jonathan Evans, p.c.				
1914	Yi (Xide)	Yi.Xide	0	JAM-II	iii	332	YI (XIDE)					
1915	Yi (Xide)	Yi.Xide	46	JAM-II	iii	332	YI (XIDE)					
1916	Newar	Newari	27	JAM-II	new	213	NEWAR	K. Malla, p.c.				
1917	Lushai [Mizo]	Lushai	70	KVB-Lai	lus	175	LUSHAI					
1918	Newar	Nw	27	KPM-pc	new	213	NEWAR					
1919	Newar (Kathmandu)	NwKath	27	KPM-pc	new	213	NEWAR					
1920	*Chin	PKC	8	KVB-PKC		346	*CHIN					
1921	Lakher [Mara]	Lk	71	KVB-PKC	mrh	159	LAKHER					
1923	Lai (Falam)	Falam	70	KVB-PKC	cfm	158	LAI					
1924	Lushai [Mizo]	Mizo	70	KVB-PKC	lus	175	LUSHAI					
1925	Tiddim	Tiddim	68	KVB-PKC	ctd	309	TIDDIM					
1926	Thado	Thado	68	KVB-PKC	tcz	283	THADO					
1927	Sizang	Sizang	68	KVB-PKC	csy	262	SIZANG					
1928	Cho (Mindat)	Cho	69	KVB-PKC	mwq	77	CHO					
1929	Khumi	Khumi	69	KVB-PKC	cnk	134	KHUMI					
1930	Paite	Paite	68	KVB-PKC	pck	342	PAITE					
1931	Newar (Dolakhali)	NwDol	27	KPM-pc	new	213	NEWAR					
1932	Khumi (Bangladesh)	Khumi	69	DAP-Chm	cnk	134	KHUMI B					
1933	Mishing [Miri]	Miri	74	PKB-KSEA	mrg	192	MIRI					lgname changed from Mising>Mishing in response to letter from Mishing Society
1934	Padam [Abor]	Abor	74	PKB-KSEA	adi	25	ABOR					
1935	Nishi [Dafla]	Dafla	73	PKB-KSEA	njz	215	NISHI					
1936	Tagin	Tagen	73	PKB-KSEA	tgj	266	TAGIN					
1937	Lepcha	Lepcha	21	PKB-KSEA	lep	164	LEPCHA					
1938	Nung (Rawang)	Nung	38	PKB-KSEA	raw	220	NUNG					
1939	Sulung [Puroik]	Sulung	4	JS-HCST	suv	264	SULUNG					JS-HCST:13 says Sulung is not Tani
1940	Bangru	Bangru	4	JS-HCST	hru	215	NISHI BANGRU					JS-HCST:13 says Bangru is not Tani
1941	Sherdukpen	Sherdukpen	4	JS-HCST	sdp	340	SHERDUKPEN					
1942	Tableng	Tableng	85	PKB-KSEA	nbe	147	TABLENG					
1943	Nocte (Namsang)	Namsang	84	PKB-KSEA	njb	216	NOCTE NAM					
1944	Tangsa (Moshang)	Moshang	84	PKB-KSEA		276	TANGSA (MOSHANG)					
1945	Garo (Bangladesh)	Garo	81	RB-LMMG	grt	104	GARO B					
1946	Chinese (Mandarin)	ChMand	55	JAM-Ety	cmn	80	CHINESE (MANDARIN)					
1947	Lai (Hakha)	Hakha	70	KVB-PKC	cnh	156	LAI					
1948	Asho	Asho	69	KVB-PKC	csh	46	ASHO					
1949	Daai	Daai	69	KVB-PKC	dao	325	DAAI					
1950	Kaang	Kaang	8	KVB-PKC		319	KAANG					"or ""Kaing"""
1951	Matu	Matu	69	KVB-PKC	hlt	185	MATU					
1952	Paangkhua	Pang	70	KVB-PKC	pkh	224	PAANG					(Paangkhua)
1953	Daai	Daai	69	HSH-SCL	dao	325	DAAI					"""Yang Msaai village, belonging to the Yang subgroup"""
1954	Nyhmoye	Nyhmoye	69	HSH-SCL		197	NYHMOYE					"""Poong Piin village"""
1955	Ngmüün	Ngmüün	69	HSH-SCL	mwq	77	NGMUUN					"""Soong Tong village, belonging to the Ni Tu subgroup"""
1956	Mkaang	Mkaang	69	HSH-SCL	dao	325	MKAANG					"""Hla Tui village"""
1957	Chinbon	Chinpon	69	HSH-SCL	cnb	360	CHINBON					"""town of Kanpetlet"""
1958	Matu	Matu	69	HSH-SCL	hlt	185	MATU					"""Hno Te village, belonging to the Va Lang subgroup"""
1959	Khumi	Khomi	69	HSH-SCL	cnk	134	KHUMI					"""town of Paletwa"""
1960	Wakung	Wakung	69	HSH-SCL	cka	143	WAKUNG					"""town of Paletwa"""
1961	Pyen	Pyen	48	ST-PL	pyy	355	PYEN					
1962	Yi (Liangshan)	Nuosu Yi	46	SIL-Nuosu	iii	332	YI (LIANGSHAN)					
1963	Ao (Mongsen: Mangmetong)	Mangmetong Mongsen	63	ARC-GMA	njo	42	AO MONGSEN M					Mangmetong village variety
1964	Sak	Cak	40	HK-Sak	ckh	250	SAK					
1965	Marma	Marma	44	HK-Sak	rmz	43	MARMA					related to Rakhine
1966	Tujia (Northern)	Tujia	41	PCB-Tujia	tji	313	TUJIA					
1967	Tujia (Northern)	Tujia	41	BBL-TL	tji	313	TUJIA					
1968	Sila	Sila	48	KT-LPDR	slt	279	SILA					
1969	Kucong	Kucong	47	DC-Kucong	lkc	361	KUCONG					
1970	Tangut [Xixia]	Xixia	33	LFW1997	txg	278	TANGUT					
1971	Newar (Kathmandu)	Newari	27	TM-NED	new	213	NEWAR					'rainbow' forms from Kamal P. Malla
1972	Tamang	Tamang	23	AH-TND		269	TAMANG					
1973	Atong	Atong	82	SVB-GA	aot	47	ATONG					
1974	Atong	Atong	82	SVB-PC	aot	47	ATONG					
1975	Athpare (Rai)	Athpare	31	KE-GA	aph	241	ATHPARE					
1976	Baram	Baram	20	TRK-Baram	brd	60	BARAM					
1977	Chepang	Chepang	28	RC-DOC	cdm	76	CHEPANG					
1978	Phom	Phom	85	BP-PPWL	nph	231	PHOM					
1979	Galo	Galo	73	GLDC-GED	adl	102	GALO					
1980	Gazhuo	Gazhuo	46	MS-Gazhuo	kaf	105	GAZHUO					
1981	Kayan (Pekon)	Pekon Kayan	50	KM-Kayan	pdu	133	KAYAN					
1982	Rawang	Rawang	38	RJL-Rawang	raw	220	NUNG					
1983	*Central Chin	PCC	70	KVB-PKC		346	*CHIN C					
1984	*Northern Chin	PNC	68	KVB-PKC		346	*CHIN N					
1985	*Peripheral Chin	PPC	67	KVB-PKC		346	*CHIN P					"""PNC and PSPC"" (KVB-PKC: xxvi)"
1986	*Southern Plains Chin	PSPC	69	KVB-PKC		346	*CHIN SP					
1987	Deori/Deuri	Deuri	83	FJ-LD	der	93	DEORI					contains many Assamese loans
1988	Lepcha	Lepcha	21	HP-GL	lep	164	LEPCHA					
1990	*Sino-Tibetan	PST	1	RJL-DPTB		19	*SINO-TIBETAN					
1991	Ao (Chungli)	Chungli	63	TT-APPA	njo	41	AO CHONGLI					
1992	Ao (Mongsen)	Mongsen	63	TT-APPA	njo	42	AO MONGSEN					Mokokchung and Mangmetong varieties
1993	Khaling	Khaling	77	RJL-DPTB	klr	131	KHALING	STC				
1994	Balali	Balali	31	RJL-DPTB	raf	293	BALALI	STC				
1995	Adi	Abor	74	RJL-DPTB	adi	25	ADI					
1996	Qiang (Longxi)	LX	34	JPE-SQiang	qxs	239	QIANG L					Southern Qiang (Longxi dialect)
1997	Qiang (Mianchi)	MC	34	JPE-SQiang	qxs	239	QIANG MIANCHI					Southern Qiang (Mianchi dialect)
1998	Na (Yongning)	Na	43	AM-NaLaze1	nbf	210	NA					
1999	Laze (Xiangjiao)	Laze	43	AM-NaLaze1	nbf	210	LAZE					
2000	Sak	BCP	40	LB-Cak	ckh	250	SAK	Bernot (Pakistan)				
2001	Sak	LCP	40	LB-Cak	ckh	250	SAK	Löffler (Pakistan)				
2002	Sak	HdCA	40	LB-Cak	ckh	250	SAK	Hodgson (Arakan)				
2003	Kadu	HtK	40	LB-Cak	zkd	126	KADU	Houghton (Katha)				
2004	Kadu	LSIK	40	LB-Cak	zkd	126	KADU	LSI				
2005	Andro	McAM	40	LB-Cak	kdv	37	ANDRO	McCulloch 1859				
2006	Sengmai	McSM	40	LB-Cak	kdv	256	SENGMAI	McCulloch 1859				
2007	Meithei	McMa	13	LB-Cak	mni	187	MEITHEI	McCulloch 1859				
2008	Chairel	McChairel	40	LB-Cak		72	CHAIREL	McCulloch 1859				
2009	Akha	Akha	48	JAM-DL	ahk	35	AKHA	ILH				
2010	Limbu	Limbu	31	ISC-LNED	lif	166	Limbu					
2011	*Lolo-Burmese	PLB	42	JAM-HPTB		15	*LOLO-BURMESE					
2012	*Tibeto-Burman	PTB	2	JAM-HPTB		23	*TIBETO-BURMAN					
2013	Bahing	Bahing	30	BMMM-Bbp	bhj	48	BAHING					
2014	Jingpho	Jinghpaw	37	LRM-DMJ	kac	123	JINGPHO					
2015	Na (Yongning)	Na	43	LAL-DGYN	nbf	210	NA					
2016	Phola	Phola	75	JP-CPL	ypg	40	PHOLA					Yuanjiang County, Wadie, Luodie
2017	Phuza	Phuza	75	JP-CPL	ypz	49	PHUZA					Mengzi County, Lengquan, Bujibai
2018	Southern Muji	Southern Muji	75	JP-CPL	ymc	50	MUJI SOUTHERN					Jinping County, Adebo, Pujiazhai
2019	Hlepho Phowa	Hlepho Phowa	75	JP-CPL	yhl	51	PHOWA HLEPHO					Pingbian County, Xinhua, Feizuke
2020	Azha	Azha	75	JP-CPL	aza	52	AZHA					Wenshan County, Binglie Luojiayi
2021	*Karen	PKaren	50	JAM-HPTB		11	*KAREN					
2022	Kachai	1.Kachai	66	DRM-Tk		39	KACHAI	Mortensen				
2023	Huishu	2.Huishu	66	DRM-Tk		83	HUISHU	Mortensen				
2024	Tusom	3.Tusom	66	DRM-Tk		117	TUSOM	Mortensen				Tones omitted pending verification
2025	Ukhrul	4.Ukhrul	66	DRM-Tk	nmf	274	UKHRUL	Bhat, Pettigrew, DRM				"DRM: ""a mixture of contemporary Ukhrul and the more conservative Standard Tangkhul"""
2026	Tankghul (Central)	C.Tangkhul	66	BRO1837		274	TANGKHUL C	BRO1837				langid 10 in DRM db
2027	Tangkhul (Northern)	N.Tangkhul	66	BRO1837		274	TANGKHUL N	BRO1837				langid 11 in DRM db
2028	Tangkhul (Standard)	Luhuppa	66	BRO1837	nmf	274	TANGKHUL S	BRO1837				langid 12 in DRM db
2029	Champhung	Champhung	66	BRO1837	nmf	135	CHAMPHUNG	BRO1837				langid 13 in DRM db
2030	Sorbung	Sorbung	72	MK-Sorbung		136	SORBUNG					DRM: classify in 'Old Kuki' with Kom Rem and Moyon; langid 14 in DRM db
2031	*Tangkhulic	17.PTk	66	DRM-Tk		157	*TANGKHULIC	Mortensen				
2032	*Tibeto-Burman	18.PTB	2	DRM-Tk		23	*TIBETO-BURMAN	HPTB				
2033	Sorbung	S.Tangkhul	72	BRO1837		136	SORBUNG	BRO1837				langid 9 in DRM db
