lgid	name	abbr	grpid	source	iso	lgcode	sort	srcofdata	picode	pinotes	pi_page	notes
728	Kanauri	Kanauri	20	ACST	kfk	129	KANAURI					
729	Kanauri	Kanauri	20	BAI1909	kfk	129	KANAURI	BAI1909				
730	Kanauri	Kanauri	20	BAI1911	kfk	129	KANAURI	BAI1911?	Kana2			trans. normalized
731	Kanauri	Kanauri	20	DS-Kan	kfk	129	KANAURI	DS-Kan?	Kana1		154	
732	Kanauri	Knr	20	JAM-Ety	kfk	129	KANAURI	STC	Kana2		156	
733	Kanauri	Knr	20	JAM-GSTC	kfk	129	KANAURI					
734	Kanauri	Kanauri	20	JAM-VSTB	kfk	129	KANAURI	STC				
735	Kanauri	Kanauri	20	RJL-DPTB	kfk	129	KANAURI	JAM/STC				
736	Kanauri	Kanauri	20	STC	kfk	129	KANAURI	BAI1909,BAI1911,JTR-GDK	Kana2		156	
737	Kanauri	Kanauri	20	WSC-SH	kfk	129	KANAURI	STC				
738	Kanauri	Kanauri	20	JTR-GDK	kfk	129	KANAURI	JTR-GDK?				
740	Karen	Karen	50	ACST		11	KAREN	STC				proto-Karen?
741	Karen	K	50	JAM-Ety		11	KAREN	RBJ-KLS,STC				
742	Karen	Karen	50	RBJ-KLS		11	KAREN	RBJ-KLS				
743	Karen	Karen	50	RJL-DPTB		11	KAREN	RBJ-KLS				proto-Karen
744	Karen (Pho)	Karen (P)	50	JAM-VSTB		228	PWO					which dialect?
745	Karen (Sgaw)	Karen (Sgaw)	50	JAM-VSTB	ksw	257	SGAW					
746	Karen (Sgaw/Hinthada)	KarenB	50	DQ-KarenB	ksw	257	SGAW HIN	DQ-KarenB				
747	Karen (Sgaw/Yue)	KarenA	50	DQ-KarenA	ksw	257	SGAW YUE	DQ-KarenA				
750	Khezha	Kezhama	65	GEM-CNL	nkh	138	KHEZHA	LSI	Khez1		178	
751	Kha Li	Kha Li	48	STC		351	KHA LI *					"called ""Southern Lolo"" in STC"
752	Khaling	Kg	77	AH-CSDPN	klr	131	KHALING		Khal1	<Sapta Man Khaling, Sueyoshi and Ingrid Toba	174	
753	Khaling	Khal	77	AW-TBT	klr	131	KHALING	AW-TBT?				
754	Khaling	kg	77	BM-PK7	klr	131	KHALING	BM-PK7				
755	Khaling	Kg	77	JAM-Ety	klr	131	KHALING	AH-CSDPN				
756	Khaling	Khaling	77	JAM-VSTB	klr	131	KHALING	AH-CSDPN				
757	Khaling	Khaling	77	STC	klr	131	KHALING					chk BALALI---why grouped w/Khaling? (Bal=Lohoring)
758	Balali	Balali	31	STC	raf	293	BALALI	old				
759	Kham	Kh	28	AH-CSDPN		132	KHAM		Kham1	<Hasta Ram Buhda, David and Nancy Watters	176	
760	Kham	Kham	28	AW-TBT		132	KHAM					
761	Kham	kham	28	BM-PK7		132	KHAM					
762	Kham	Kham	28	DNW-Gloss		132	KHAM	DNW-Gloss	Kham2		175	SIL-Kham=DNW-KhamQ=DNW-Gloss
763	Kham	Km	28	JAM-Ety		132	KHAM	AH-CSDPN	Kham1		176	
764	Kham	Km	28	JAM-GSTC		132	KHAM	AH-CSDPN (& DNW?)				
765	Kham	Kham	28	JAM-VSTB		132	KHAM	AH-CSDPN				
766	Kham	Kham	28	DNW-KhamQ		132	KHAM	DNW-KhamQ	Kham2		175	data accidentally entered twice--count should be 194. SIL-Kham=DNW-KhamQ=DNW-Gloss
767	Kham	Kham	28	JAM-Ety		132	KHAM					
768	Kham	Kham	28	SIL-Kham		132	KHAM	SIL-Kham				SIL-Kham=DNW-KhamQ=DNW-Gloss
769	Khamba	Khamba	20	AW-TBT	kbg	354	KHAMBA					
770	Khambu	Khambu	29	STC	kle	149	KHAMBU					
771	Khambu	Khambu	29	WSC-SH	kle	149	KHAMBU					
772	Khami	Khami	69	HOU1895	cnk	134	KHAMI					or not use-old??
773	Khami	Khami	69	JAM-MLBM	cnk	134	KHAMI					
774	Khami	Khami	69	RJL-DPTB	cnk	134	KHAMI					
775	Khami	Khami	69	STC	cnk	134	KHAMI	HOU1895				
776	Khami	Khami	69	WSC-SH	cnk	134	KHAMI					
777	Khami (Northern)	N. Khami	69	JAM-VSTB	cnk	134	KHAMI (NORTHERN)					
778	Khami (Northern)	N. Khami	69	RJL-DPTB	cnk	134	KHAMI (NORTHERN)					
779	Khami (Northern)	N-Khami	69	STC	cnk	134	KHAMI (NORTHERN)					
780	Khami (Southern)	S. Khami	69	JAM-MLBM	cnk	134	KHAMI (SOUTHERN)					
781	Khami (Southern)	S. Khami	69	RJL-DPTB	cnk	134	KHAMI (SOUTHERN)					
782	Khami (Southern)	S. Khami	69	STC	cnk	134	KHAMI (SOUTHERN)	HOU1895				
783	Kharmile	Khar	29	AW-TBT		137	KHARMILE					
784	Hani (Khatu)	K	48	ILH-PL	ktp	115	HANI (KHATU)	IHL-PL	Hani5		133	should this group with Hani?
785	Khezha	Khez	65	AW-TBT	nkh	138	KHEZHA					
786	Khiamngan	Khi	85	AW-TBT	kix	139	KHIAMNGAN	AW-TBT?				
787	*Khmer	Khmer	57	JAM-TIL		2	*KHMER					lg has 1 rec, which is a proto-form in src
788	Khoibu	Khoibu	8	STC	nkb	140	KHOIBU					
789	Khoibu	Khoi-bu	8	WSC-SH	nkb	140	KHOIBU					
790	Khoirao	Khoirao	64	GEM-CNL	nki	141	KHOIRAO	LSI	Khoi1		181	
791	Khoirao	Khoirao	64	STC	nki	141	KHOIRAO					
792	Khualsim	Khualsim	70	GHL-PPB	cfm	158	KHUALSIM					
793	Khumi	Khumi	69	JAM-Ety	cnk	134	KHUMI	OT-KnsI				
794	Khumi	Khumi	69	OT-KnsI	cnk	134	KHUMI	OT-KnsI				
795	Khumi	Khumi	69	STI1866	cnk	134	KHUMI	STI1866?				
796	Khezha	Khozha	65	SY-KhozhaQ	nkh	138	KHEZHA	SY-KhzhaQ	Khez2		179	
797	*Kiranti	Kiranti	29	JAM-GSTC		144	*KIRANTI					
798	*Kiranti	Kiranti	29	RJL-DPTB		144	*KIRANTI					proto-Kiranti
799	*Kiranti	Kiranti	29	STC		144	*KIRANTI					
800	Koch	Koch	82	STC	kdq	316	KOCH					
801	Kokborok	Kokborok	80	JAM-GSTC	trp	145	KOKBOROK					
802	Kokborok	Kokborok	80	KAR1972	trp	145	KOKBOROK	KAR1972	Kokb1		183	PRS
803	Kokborok	Kok	80	PT-Kok	trp	145	KOKBOROK	PT-Kok	Kokb2		185	
804	Kom Rem	Kom	72	AW-TBT	kmm	146	KOM=KOMREM					
805	Kom Rem	KomRem	72	T-KomRQ	kmm	146	KOM=KOMREM	T-KomRQ	Kom1		188	
806	Konyak	Kon	85	AW-TBT	nbe	147	KONYAK					Better transcription than GEM.
807	Konyak	Konyak	85	GEM-CNL	nbe	147	KONYAK	GEM-Kon	Kony1		189	
808	Konyak	Konyak	85	JAM-GSTC	nbe	147	KONYAK	GEM-CNL				
809	Konyak	Ky	85	WTF-PNN	nbe	147	KONYAK	GEM-CNL	Kony1		189	
810	Konyak (Tamlu)	Tam-Kon	85	AW-TBT	nph	231	KONYAK TAM					this may be Phom
811	Konyak (Tamlu)	Tamlu	85	JAM-VSTB	nph	231	KONYAK TAM					
812	Konyak (Wakching)	Wak-Kon	85	AW-TBT	nbe	147	KONYAK WAK					
813	*Kuki	Kuki	8	ACST		148	*KUKI					
814	*Kuki	Kuki	8	RJL-DPTB		148	*KUKI					
815	*Kuki	Kuki	8	STC		148	*KUKI					
816	*Kuki (Southern)	S Kuki	8	ACST		148	*KUKI S					
817	*Kuki (Western)	W.Kuki	8	RJL-DPTB		148	*KUKI W					
818	*Kuki (Western)	Western Kuki	8	STC		148	*KUKI W					
819	*Kuki (Southern)	Kuki (S)	8	STC		148	*KUKI S					
820	Kulung	Kul	76	AW-TBT	kle	149	KULUNG					
821	Kulung	kul	76	BM-PK7	kle	149	KULUNG					Is this based on RPHH-Kul?
822	Kulung	Kulung	76	RPHH-Kul	kle	149	KULUNG		Kulu1		191	
823	Kurtöp	Kurt	22	AW-TBT	xkz	150	KURTÖP					
824	Kwoireng	Kwoireng	64	STC	nkd	352	KWOIRENG *					
825	Kyaw	Kyaw	8	STC	nct	353	KYAW					=Kyau, Chaw, Chote, Chawte
826	Tibetan (Ladakhi)	Ladakhi	24	KOS1976	lbj	300	TIBETAN (LADAKHI)	KOS1976?	TibLa1		400	PRS
827	Ladakhi	Ladakhi	24	STC	lbj	300	TIBETAN (LADAKHI)					
828	Lahuli	Lahauli	24	JDS-Lahauli	lbf	155	LAHULI	JDS-Lahauli?	Lahl1		199	
829	Lahu	Lahu	47	ACST	lhu	151	LAHU					
830	Lahu	Lahu	47	AW-TBT	lhu	151	LAHU					
831	Lahu (Black)	Lahu	47	JAM-DL	lhu	152	LAHU B	JAM-DL	Lahu1		192	
832	Lahu (Black)	Lh	47	JAM-Ety	lhu	152	LAHU B	JAM-DL	Lahu1		192	
833	Lahu (Black)	Lh	47	JAM-GSTC	lhu	152	LAHU B	JAM-DL	Lahu1		192	
834	Lahu (Black)	Lh	47	JAM-II	lhu	152	LAHU B	JAM-DL				
835	Lahu (Black)	Lh	47	JAM-MLBM	lhu	152	LAHU B	JAM-DL	Lahu1		192	
836	Lahu	Lh	47	JAM-PC	lhu	151	LAHU	JAM-DL				
837	Lahu	Lh	47	JAM-TIL	lhu	151	LAHU	JAM-DL				
838	Lahu (Black)	Lh	47	JAM-TJLB	lhu	152	LAHU B	JAM-DL	Lahu1		192	
839	Lahu (Black)	Lh	47	JAM-TSR	lhu	152	LAHU B	JAM-DL	Lahu1		192	
840	Lahu	Lahu	47	JAM-VSTB	lhu	151	LAHU	JAM-DL				
841	Lahu	Lahu	47	PC	lhu	151	LAHU					
842	Lahu	Lahu	47	RJL-DPTB	lhu	151	LAHU					
843	Lahu	Lh	47	RJL-DPTB	lhu	151	LAHU					
844	Lahu	Lahu	47	STC	lhu	151	LAHU					
845	Lahu	Lahu	47	WSC-SH	lhu	151	LAHU	JAM				
846	Lahu (Bakeo)	Bakeo	47	DB-Lahu	lhi	154	LAHU YBAK	DB-Lahu	Lahu3		195	
847	Lahu (Banlan)	Banlan	47	DB-Lahu	lhi	154	LAHU YBAN	DB-Lahu	Lahu4		197	
848	Lahu (Black)	Lahu-Na (Kengtung)	47	GHL-PPB	lhu	152	LAHU B					
849	Lahu (Black)	Black Lh	47	JAM-GSTC	lhu	152	LAHU B	JAM-DL			192	
850	Lahu (Black)	LHna	47	JZ-Lahu	lhu	152	LAHU B	JZ-Lahu	Lahu2		193	
851	Lahu (Black)	Lahu33	47	ZMYYC	lhu	152	LAHU B		Lahu2	not good PI source	193	
852	Lahu (Red)	Lahu (red)	47	JAM-GSTC	lhu	153	LAHU R			no inv. needed--close to Lahu Xi		
853	Lahu (Yellow)	Lahu (Yellow)	47	JAM-GSTC	lhi	154	LAHU Y					
854	Lahu (Yellow)	Yellow Lh	47	JAM-GSTC	lhi	154	LAHU Y					
855	Lahu (Yellow)	Yellow Lh	47	JAM-TJLB	lhi	154	LAHU Y					
856	Lahu (Yellow)	LHxi	47	JZ-Lahu	lhi	154	LAHU Y	JZ-Lahu				
857	Lahu (Yellow)	Yellow Lahu	47	STC	lhi	154	LAHU Y					
858	Lahuli	Lahuli	24	ROE1933	lbf	155	LAHULI					
859	Lahuli	Lahuli	24	STC	lbf	155	LAHULI	ROE1933?				
860	Lai (Hakha)	Lai	70	JAM-Ety	cnh	156	LAI	OT-KnsI??				Lai or Laizo?
861	Lai (Hakha)	Lai	70	KVB-Lai	cnh	156	LAI					
862	Lailenpi	Lailenpi	71	GHL-PPB	mrh	159	LAILENPI					Mara Chin (KVB-PKC:55)
863	Laizo	Laizo	70	JAM-Ety	cfm	158	LAIZO	OT-KnsI				
864	Laizo	Laizo	70	JAM-GSTC	cfm	158	LAIZO	OT-KnsI				
865	Laizo	Bawm (=Laizo)	70	AO-diss	bgr	158	LAIZO	AO-diss	Laiz1		200	
866	Laizo	Lai/Laizo	70	OT-KnsI	cfm	158	LAIZO	OT-KnsI				Lai­Laizo--check!!
867	Laizo	Laizo	70	RJL-DPTB	cfm	158	LAIZO	JAM ??				
868	Laizo	Laiyo	70	STC	cfm	158	LAIZO					
869	Laizo	Zo	70	STE-Zo	cfm	158	LAIZO	STE-Zo				
870	Lakher [Mara]	Lak	71	AW-TBT	mrh	159	LAKHER					
871	Lakher [Mara]	Lk	71	JAM-Ety	mrh	159	LAKHER	SAV1908				
872	Lakher [Mara]	Lk	71	JAM-GSTC	mrh	159	LAKHER	SAV1908				
873	Lakher [Mara]	Lakher	71	JAM-VSTB	mrh	159	LAKHER	SAV1908				
874	Lakher [Mara]	Lakher	71	LL-PRPL	mrh	159	LAKHER					
875	Lakher [Mara]	Lakher	71	RAL-GDL	mrh	159	LAKHER	RAL-GDL	Lakh1		202	
876	Lakher [Mara]	Lakher	71	RJL-DPTB	mrh	159	LAKHER	JAM ??				
877	Lakher [Mara]	Lakher	71	STC	mrh	159	LAKHER	SAV1908				
878	Lalo	Lalo	46	CK-YiQ	ywt	160	LALO	CK-YiQ	Lalo1		203	CK-YiQ=CK-CS
879	Lalo	Lalo	46	SB-Lalo	ywt	160	LALO	SB-Lalo	Lalo2		204	
880	Lalung [Tiwa]	Lalung	80	MB-Lal	lax	344	LALUNG	MB-Lal	Lalu1		206	
881	Lambichong	Lambichong	29	RJL-DPTB	lmh	161	LAMBICHONG					
882	Lambichong	Lambichong	29	STC	lmh	161	LAMBICHONG					
883	Lamkang	Lam	72	AW-TBT	lmk	162	LAMKANG					
884	Lamkang	Lamgang	72	STC	lmk	162	LAMKANG					
886	Lashi	Lashi	44	DQ-Lashi	lsi	163	LASHI	DQ-Lashi	Lash2		207	by Xu Xijian
887	Lashi	Lashi	44	RJL-DPTB	lsi	163	LASHI					
888	Lashi	Lashi	44	STC	lsi	163	LASHI					
889	Lashi (Lachhe')	Lashi (Lachhe')	44	GHL-PPB	lsi	163	LASHI					
890	Lente	Lente	70	STE-Lente	cfm	158	LENTE	STE-Lente?				
891	Lepcha	Lepcha	21	ACST	lep	164	LEPCHA					
892	Lepcha	Lep	21	AW-TBT	lep	164	LEPCHA					
893	Lepcha	Lepcha	21	GBM-Lepcha	lep	164	LEPCHA	GBM-Lepcha	Lepc1		209	
894	Lepcha	Lp	21	JAM-Ety	lep	164	LEPCHA	GBM-Lepcha	Lepc1		209	
895	Lepcha	Lp	21	JAM-GSTC	lep	164	LEPCHA	GBM-Lepcha				
896	Lepcha	Lepcha	21	JAM-MLBM	lep	164	LEPCHA	GBM-Lepcha				
897	Lepcha	Lepcha	21	JAM-VSTB	lep	164	LEPCHA	GBM-Lepcha				
898	Lepcha	Lepcha	21	PC	lep	164	LEPCHA	GBM-Lepcha				
899	Lepcha	Lepcha	21	RJL-DPTB	lep	164	LEPCHA	JAM/GBM-Lepcha				
900	Lepcha	Lepcha	21	STC	lep	164	LEPCHA	GBM-Lepcha				
901	Lepcha	Lepcha	21	WSC-SH	lep	164	LEPCHA	GBM-Lepcha				
904	Lipho	Li	46	CK-YiQ	lpo	167	LIPHO	CK-YiQ	Li1		211	
905	Liangmei	Liam	64	AW-TBT	njn	165	LIANGMEI					
906	Liangmei	Liangmai	64	GEM-CNL	njn	165	LIANGMEI	GEM-Liang	Lian1		212	
907	Liangmei	Liangmai	64	JAM-GSTC	njn	165	LIANGMEI	GEM-CNL				
908	Naxi (Lijiang)	Naxi.Lijiang28	43	ZMYYC	nbf	210	NAXI	ZMYYC	Naxi3		278	
909	Limbu	Limbu	31	ACST	lif	166	LIMBU					
910	Limbu	Lim	31	AW-TBT	lif	166	LIMBU	AW-TBT				
911	Limbu	Limbu	31	BM-Lim	lif	166	LIMBU	BM-Lim				
912	Limbu	lim	31	BM-PK7	lif	166	LIMBU	BM-PK7				
913	Limbu	Lb	31	JAM-Ety	lif	166	LIMBU	STC				
914	Limbu	Limbu	31	JAM-GSTC	lif	166	LIMBU	STC				
915	Limbu	Limbu	31	JAM-TSR	lif	166	LIMBU	STC				
916	Limbu	Limbu	31	JAM-VSTB	lif	166	LIMBU	STC				
917	Limbu	Limbu	31	RJL-DPTB	lif	166	LIMBU	JAM				
918	Limbu	Limbu	31	STC	lif	166	LIMBU					
919	Limbu	Limbu	31	SVD-Lim	lif	166	LIMBU	SVD-Lim	Limb1		214	best
920	Lisu	Lisu	47	ACST	lis	168	LISU	STC				
921	Lisu	Lisu	47	AW-TBT	lis	168	LISU	AW-TBT?				
922	Lisu	Lisu	47	Anony1959	lis	168	LISU	Anony1959	Lisu1		217	
923	Lisu	L	47	DB-PLolo	lis	168	LISU	JF-HLL				
924	Lisu	Lisu	47	ERH-DSLS	lis	168	LISU		Lisu7		225	
925	Lisu	Ls	47	JAM-Ety	lis	168	LISU	JF-HLL	Lisu2		221	
926	Lisu	Lisu	47	JAM-GSTC	lis	168	LISU	JF-HLL,RB-PLB, JUI1948				
927	Lisu	Ls	47	JAM-GSTC	lis	168	LISU	JF-HLL,RB-PLB, JUI1948				
928	Lisu	Lisu	47	JAM-MLBM	lis	168	LISU	JF-HLL,RB-PLB, JUI1948				
929	Lisu	Ls	47	JAM-TIL	lis	168	LISU	JF-HLL,RB-PLB, JUI1948				
930	Lisu	Li	47	JAM-TSR	lis	168	LISU	Anony1959, RB-PLB, JF-H	Lisu1	should also be associated with Lisu2 and Lisu3	217	based on Anony1959, RB-PLB, JF-HLL, JUI1948
931	Lisu	Li (Nu-C)	47	JAM-TSR	lis	168	LISU					
932	Lisu	Li [F]	47	JAM-TSR	lis	168	LISU	JF-HLL				
933	Lisu	Li [J]	47	JAM-TSR	lis	168	LISU	JUI1948				
934	Lisu	Li [Nu-chiang]	47	JAM-TSR	lis	168	LISU					
935	Lisu	Li [R]	47	JAM-TSR	lis	168	LISU					
936	Lisu	Lisu	47	JAM-VSTB	lis	168	LISU	JF-HLL,RB-PLB,JUI1948				
937	Lisu	Lisu	47	JUI1948	lis	168	LISU	JUI1948				
938	Lisu	Lisu	47	RB-PLB	lis	168	LISU	RB-PLB	Lisu3		223	
939	Lisu	Lisu	47	RJL-DPTB	lis	168	LISU	JAM				
940	Lisu	Lisu	47	STC	lis	168	LISU	JF-HLL				
941	Lisu	Lisu	47	WSC-SH	lis	168	LISU					
942	Lisu	Lisu27	47	ZMYYC	lis	168	LISU	ZMYYC	Lisu6		219	
943	Lisu (Central)	Lisu	47	JF-HLL	lis	168	LISU	JF-HLL	Lisu2		221	
944	Lisu (Central)	CLisu	47	DB-Lisu	lis	168	LISU		Lisu4	transcription normalized	221	trans. normalized
945	Lisu (Luquan)	LSlq	47	JZ-Lisu	lis	168	LISU			no phon info		
946	Lisu (Northern)	NLisu	47	DB-Lisu	lis	168	LISU		Lisu5	transcription normalized	216	trans. normalized
947	Lisu (Nujiang)	LSnj	47	JZ-Lisu	lis	168	LISU		Lisu6		219	
948	Lisu (Phuthao)	Lisu (Phuthao)	47	JAM-Ety	lis	168	LISU					
949	Lisu (Putao)	Lisu Putao	47	GHL-PPB	lis	168	LISU					
950	Lisu (Theng-yüeh)	Lisu (Theng-yueh)	47	GHL-PPB	lis	168	LISU					
951	Lisu (Yongsheng)	LSys	47	JZ-Lisu	lis	168	LISU			no phon info		
952	Lohorong	Loh	31	AW-TBT		169	LOHORONG	AW-TBT				
953	Lohorong	Lohorong	31	RJL-DPTB		169	LOHORONG	STC?				
954	Lohorong	Lohorong	31	STC		169	LOHORONG					
955	Lolo	Lolo	45	RJL-DPTB		170	LOLO	STC?				
956	Lolo	Lolo	45	STC		170	LOLO					
957	Lolo (Ni)	Lolo (Ni)	47	GHL-PPB	ysn	222	AHI					
958	Lolopho	Lolopho	45	DQ-Lolopho	ycl	171	LOLOPHO	DQ-Lolopho	Lolo1		227	
959	Lolopho	Lolopho	45	RJL-DPTB	ycl	171	LOLOPHO					
960	Lolopho	Lolopho	45	STC	ycl	171	LOLOPHO					
961	Lotha Naga	Lotha Naga	63	ACH1975	njh	172	LOTHA NAGA	ACH1975	Loth1		228	PRS
962	Lotha Naga	Lot	63	AW-TBT	njh	172	LOTHA NAGA	AW-TBT?				
963	Lotha Naga	Lotha	63	GEM-CNL	njh	172	LOTHA NAGA	WIT-Lotha	Loth2		229	
964	Lotha Naga	Lotha Naga	63	JAM-GSTC	njh	172	LOTHA NAGA					
965	Lotha Naga	Lotha	63	VN-LothQ	njh	172	LOTHA NAGA	VN-LothQ				
966	Lothvo (Hiranpi)	Lothvo (Hiranpi)	71	GHL-PPB	mrh	159	LOTHVO	***				prob. Hriangpi village
967	Lui	Lui	40	GHL-PPB	kdv	173	LUI	Lui?				Andro, Sengmai, and Chairel *are* the Lui languages
968	Lui	Lui	40	JAM-Ety	kdv	173	LUI	LL-CS				consists of Andro, Sengmai, and Chairel data taken from LL-CS (originally from MacCulloch 1859)
969	Luquan	Luquan	46	JAM-GSTC		174	LUQUAN	MXL-Lolo				
970	Luquan	Lu-ch	46	JAM-MLBM		174	LUQUAN	MXL-Lolo				
971	Luquan	Lu-ch	46	JAM-TIL		174	LUQUAN	MXL-Lolo				
972	Luquan	LC	46	JAM-TSR		174	LUQUAN	MXL-Lolo	Luqu1		231	
973	Luquan	YiLQ	46	MXL-Lolo		174	LUQUAN	MXL-Lolo	Luqu1		231	
974	Lushai [Mizo]	Lushai	70	ACST	lus	175	LUSHAI					
975	Lushai [Mizo]	Lush	70	AW-TBT	lus	175	LUSHAI	AW-TBT				
976	Lushai [Mizo]	Lushai	70	GEM-CNL	lus	175	LUSHAI	JML-Lushai				<Lloyd 1956
977	Lushai [Mizo]	Lushei	70	GHL-PPB	lus	175	LUSHAI					
978	Lushai [Mizo]	Lu	70	JAM-Ety	lus	175	LUSHAI	JHL-Lu	Lush1		233	
979	Lushai [Mizo]	Lu	70	JAM-GSTC	lus	175	LUSHAI	JHL-Lu	Lush1		233	
980	Lushai [Mizo]	Lushai	70	JAM-VSTB	lus	175	LUSHAI	JHL-Lu				
981	Lushai [Mizo]	Lushai	70	JHL-Lu	lus	175	LUSHAI	JHL-Lu	Lush1		233	
982	Lushai [Mizo]	Lushai	70	LL-PRPL	lus	175	LUSHAI					
983	Lushai [Mizo]	L	70	RJL-DPTB	lus	175	LUSHAI	STC				
984	Lushai [Mizo]	L	70	STC	lus	175	LUSHAI	JHL-Lu	Lush1		233	
985	Lushai [Mizo]	Lushei	70	STC	lus	175	LUSHAI	JHL-Lu	Lush1		233	
986	Lushai [Mizo]	L	70	WSC-SH	lus	175	LUSHAI					
987	Nepali	Nep	57	BM-PK7	nep	211	!LW *	***				
988	Lyuzu	Lüsu	34	DHFRL	ers	240	LYUZU		Lüsu1		235	
989	Magar	Magari	28	ACST		176	MAGAR					
990	Magar	M	28	AH-CSDPN		176	MAGAR		Maga1	<Krishna Bahadur Thapa Magar, Gary and Barbara Shepherd	237	Eastern or Western?
991	Magar	Mag	28	AW-TBT		176	MAGAR	AW-TBT				
992	Magar	Magari	28	BM-PTNL		176	MAGAR	not original?				
993	Magar	mag	28	BM-PK7		176	MAGAR					
994	Magar	Mg	28	JAM-Ety		176	MAGAR	AH-CSDPN	Maga1		237	
995	Magar	Magari	28	JAM-VSTB		176	MAGAR	AH-CSDPN				
996	Magar	Magari	28	RJL-DPTB		176	MAGAR	AH-CSDPN				"original is probably a typo for ""Magari"""
997	Magar	Magari	28	STC		176	MAGAR					
998	Magar	Magari	28	WSC-SH		176	MAGAR					
999	Manang (Gyaru)	Manang	23	YN-Man	nmm	177	MANANG G	YN-Man	Mana1		239	
1000	Manang (Manang)	Manangi?	23	COO	nmm	177	MANANG M					
1001	Manang (Ngawal)	man	23	MM-K78	nmm	177	MANANG N	MM-K78				
1002	Manang (Prakaa)	Prak	23	HM-Prak	nmm	177	MANANG P	HM-Prak	Mana2		240	
1003	Manang (Prakaa)	pra	23	MM-Thesis	nmm	177	MANANG P	HM-Prak	Mana2		240	
1005	Pattani [Manchati]	Manch	20	STP-ManQ	lae	227	PATTANI	STP-ManQ	Patt1		319	
1006	Pattani [Manchati]	Manchati	20	WSC-SH	lae	227	PATTANI					
1007	Chinese (Mandarin)	Mandarin	55	GSR	cmn	80	CHINESE (MANDARIN)					
1008	Chinese (Old/Mid)	Chinese	53	JAM-VSTB	och	82	CHINESE	GSR				
1009	Chinese (Mandarin)	Chinese (Mand)	55	PC	cmn	80	CHINESE (MANDARIN)					
1010	Chinese (Mandarin)	Chinese	55	ELS-CLL	cmn	80	CHINESE (MANDARIN)					These Chinese reflexes are very close to the ZMYYC glosses; they were used to gloss the ZMYYC data in ELS-CLL.
1011	Chinese (Mandarin)	Chinese	55	JS-Ch	cmn	80	CHINESE (MANDARIN)					
1013	Meithei	Manipuri	13	SIN1975	mni	187	MEITHEI	SIN1975?	Meit3		252	PRS
1014	Manyak	Manyak	34	RJL-DPTB	mvm	180	MANYAK					
1015	Manyak	Manyak	34	STC	mvm	180	MANYAK					
1016	Mao	Mao	65	AW-TBT	nbi	181	MAO	AW-TBT?				
1017	Mao	Mao	65	GEM-CNL	nbi	181	MAO	GEM-Mao	Mao1		243	
1018	Maram	Maram	64	GEM-CNL	nma	182	MARAM *	WM-Cha	Mara1		245	appears to be Maram Naga
1019	Maring	Maring	11	GEM-CNL	nng	183	MARING	LSI	Mari1		246	
1020	Maring	Maring	11	JAM-VSTB	nng	183	MARING					
1021	Maring	Maring	11	STC	nng	183	MARING					
1022	Maru [Langsu]	Maru	44	ACST	mhx	184	MARU					
1023	Maru [Langsu]	Maru	44	AW-TBT	mhx	184	MARU					
1024	Maru [Langsu]	Langsu	44	DQ-Langsu	mhx	184	MARU	DQ-Langsu	Maru1		248	by Xu Xijian
1025	Maru [Langsu]	Maru	44	GHL-PPB	mhx	184	MARU					
1026	Maru [Langsu]	Maru	44	JAM-GSTC	mhx	184	MARU					
1027	Maru [Langsu]	Maru	44	JAM-TSR	mhx	184	MARU					
1028	Maru [Langsu]	Maru	44	JAM-VSTB	mhx	184	MARU					
1029	Maru [Langsu]	MR	44	JO-PB	mhx	184	MARU					
1030	Maru [Langsu]	Langsu/Maru	44	RB-PLB	mhx	184	MARU	RB-PLB	Maru2		247	
1031	Maru [Langsu]	Maru	44	RJL-DPTB	mhx	184	MARU					
1032	Maru [Langsu]	Maru	44	STC	mhx	184	MARU					
1033	Maru [Langsu]	Maru	44	WSC-SH	mhx	184	MARU					
1034	Maru [Langsu]	Langsu43	44	ZMYYC	mhx	184	MARU	ZMYYC				
1035	Matupi	Matupi	69	GHL-PPB	hlt	185	MATUPI					"orig. ""Matupi ?"""
1036	Meche	Mec	80	AW-TBT	brx	62	MECHE					
1037	Meithei	Meithei	13	AAAM-SSM	mni	187	MEITHEI	AAAM-SSM	Meit1	good source	250	
1038	Meithei	Mani	13	AW-TBT	mni	187	MEITHEI					
1039	Meithei	Meithei	13	CHE1990	mni	187	MEITHEI		Meit2	good source	251	
1040	Meithei	MEITHEI	13	CYS-Meithei	mni	187	MEITHEI					
1041	Meithei	Manipuri	13	GEM-CNL	mni	187	MEITHEI					
1042	Meithei	Me	13	JAM-Ety	mni	187	MEITHEI					
1043	Meithei	Me	13	JAM-GSTC	mni	187	MEITHEI					
1044	Meithei	Meithei	13	JAM-VSTB	mni	187	MEITHEI					
1045	Meithei	Meithei	13	RJL-DPTB	mni	187	MEITHEI					
1046	Meithei	Methei	13	RJL-DPTB	mni	187	MEITHEI					
1047	Meithei	Meithei	13	STC	mni	187	MEITHEI					
1048	Meithei	Meithei	13	THO1980	mni	187	MEITHEI			best source		
1049	Meithei	Meithei	13	WSC-SH	mni	187	MEITHEI					
1050	Meluri	Meluri	65	GEM-CNL	npo	188	MELURI	JPM-Reng	Melu1		254	
1051	Menia	Menia	34	STC	mvm	180	!MENIA *	***				
